rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area
Pitt_0050031	880.0	1174.0	2793.0	1417.0	444.0	3078.0	5598.0	3634.0	1268.0	4326.0	2570.0	3280.0	1911.0	3537.0	708.0	1437.0	1280.0	841.0	1465.0	1627.0	4278.0	1397.0	5016.0	4218.0	796.0	6528.0	6961.0	6003.0	3784.0	4185.0	334.0	610.0	403.0	2412.0	90191.7
Pitt_0050032	949.0	930.0	2855.0	1699.0	328.0	3725.0	6259.0	3227.0	1176.0	5014.0	2800.0	3260.0	2127.0	4192.0	841.0	1624.0	1663.0	866.0	1523.0	1810.0	4391.0	1605.0	5885.0	4561.0	897.0	6311.0	7782.0	6782.0	4099.0	4135.0	301.0	447.0	439.0	2663.0	97164.7
Pitt_0050033	1019.0	891.0	2404.0	1617.0	358.0	3223.0	5955.0	3119.0	1016.0	4303.0	2517.0	3052.0	2078.0	3744.0	801.0	1662.0	1471.0	815.0	1757.0	1557.0	4303.0	1424.0	5469.0	4460.0	844.0	6815.0	6988.0	6363.0	3761.0	3419.0	302.0	371.0	323.0	2248.0	90448.7
Pitt_0050034	1194.0	930.0	2378.0	1760.0	320.0	3841.0	5867.0	3300.0	1229.0	4763.0	2602.0	3352.0	1985.0	3510.0	997.0	1890.0	1574.0	799.0	1976.0	1801.0	4149.0	1543.0	4893.0	4663.0	713.0	6778.0	7773.0	6435.0	3802.0	4600.0	342.0	467.0	350.0	2533.0	95108.5
Pitt_0050035	988.0	675.0	2121.0	1897.0	403.0	3118.0	5248.0	3951.0	876.0	5152.0	2372.0	2778.0	1838.0	4062.0	706.0	1182.0	1341.0	898.0	1647.0	1569.0	3749.0	1194.0	5690.0	3741.0	962.0	6442.0	7432.0	6060.0	3755.0	4014.0	384.0	545.0	347.0	2103.0	89237.5
Pitt_0050036	1200.0	993.0	2125.0	1387.0	320.0	3044.0	5371.0	3103.0	982.0	3988.0	2170.0	3634.0	1760.0	3820.0	791.0	1498.0	1560.0	838.0	1664.0	1851.0	3708.0	1364.0	4559.0	3631.0	679.0	6177.0	6963.0	5276.0	4037.0	3944.0	323.0	544.0	400.0	2314.0	86018.1
Pitt_0050037	954.0	774.0	3037.0	1621.0	479.0	3729.0	5044.0	3504.0	839.0	5162.0	2996.0	3135.0	2190.0	3641.0	821.0	1683.0	1948.0	869.0	1420.0	1499.0	3875.0	1339.0	4913.0	4494.0	538.0	6679.0	7660.0	5806.0	3644.0	3944.0	358.0	476.0	313.0	2309.0	91691.5
Pitt_0050038	1108.0	685.0	1564.0	1461.0	278.0	2736.0	5414.0	3104.0	862.0	4654.0	2321.0	3066.0	1847.0	3485.0	590.0	1565.0	1163.0	754.0	1323.0	1612.0	3573.0	1224.0	3820.0	4133.0	500.0	5633.0	6468.0	5408.0	3657.0	3777.0	241.0	395.0	444.0	2141.0	81009.2
Pitt_0050039	817.0	739.0	2564.0	1600.0	305.0	3455.0	5126.0	3215.0	727.0	4945.0	2574.0	2637.0	2015.0	3479.0	564.0	1770.0	1558.0	837.0	1636.0	1363.0	3940.0	1143.0	4741.0	4223.0	537.0	5494.0	7426.0	5387.0	3520.0	3712.0	241.0	419.0	429.0	2287.0	85425.9
Pitt_0050040	925.0	897.0	2037.0	1392.0	208.0	3194.0	5542.0	3508.0	832.0	5140.0	2349.0	3251.0	1761.0	3619.0	699.0	1437.0	1324.0	886.0	1571.0	1642.0	3247.0	1340.0	4543.0	3835.0	583.0	5748.0	6390.0	5093.0	3119.0	3563.0	311.0	360.0	295.0	2374.0	83015.8
Pitt_0050041	1168.0	1166.0	2446.0	1650.0	359.0	3769.0	7012.0	3868.0	1054.0	5560.0	2690.0	3089.0	2116.0	4183.0	749.0	2005.0	1571.0	919.0	1837.0	1509.0	3895.0	1209.0	5211.0	4316.0	949.0	7428.0	8094.0	5917.0	3955.0	4158.0	345.0	437.0	477.0	2669.0	97782.8
Pitt_0050042	919.0	607.0	1794.0	1531.0	440.0	3391.0	5028.0	3198.0	855.0	5140.0	2486.0	3334.0	1837.0	2961.0	654.0	1370.0	1374.0	826.0	1441.0	1659.0	3654.0	1086.0	5036.0	4013.0	865.0	5393.0	6843.0	4965.0	3195.0	3359.0	280.0	471.0	254.0	2103.0	82361.9
Pitt_0050043	780.0	711.0	2188.0	1684.0	480.0	3189.0	4556.0	3436.0	863.0	5011.0	2589.0	3306.0	2014.0	3092.0	647.0	1831.0	1234.0	911.0	1447.0	1526.0	3952.0	1233.0	5050.0	3557.0	653.0	6939.0	7275.0	4619.0	3284.0	3667.0	278.0	381.0	289.0	2169.0	84840.8
Pitt_0050044	849.0	791.0	2263.0	1714.0	332.0	3801.0	4553.0	3245.0	986.0	5366.0	3027.0	3988.0	2175.0	3408.0	846.0	1786.0	2035.0	972.0	1999.0	2030.0	4402.0	1296.0	5472.0	3807.0	707.0	6328.0	7210.0	6287.0	4286.0	4328.0	267.0	466.0	465.0	2430.0	93915.4
Pitt_0050045	1054.0	1007.0	2597.0	1819.0	497.0	4399.0	7023.0	3464.0	914.0	5377.0	2998.0	4653.0	2284.0	4338.0	1082.0	2446.0	1751.0	985.0	1888.0	2104.0	5172.0	1527.0	5875.0	4276.0	796.0	6514.0	8638.0	6262.0	4575.0	5202.0	391.0	514.0	377.0	2380.0	105177.0
Pitt_0050046	833.0	695.0	1793.0	1415.0	396.0	3024.0	5471.0	2605.0	1056.0	4121.0	2675.0	2041.0	1662.0	2855.0	609.0	1343.0	1132.0	787.0	1450.0	986.0	3502.0	1127.0	4415.0	3766.0	671.0	5527.0	6976.0	4789.0	3316.0	3643.0	329.0	407.0	349.0	2268.0	78032.5
Pitt_0050047	1199.0	920.0	2493.0	1543.0	429.0	3454.0	5785.0	3862.0	1128.0	4784.0	2941.0	3419.0	2061.0	4015.0	729.0	1776.0	1628.0	916.0	1598.0	1708.0	4531.0	1561.0	5343.0	4329.0	712.0	6429.0	7769.0	4924.0	3483.0	4162.0	311.0	417.0	289.0	2292.0	92939.0
Pitt_0050048	903.0	708.0	1939.0	1474.0	316.0	2665.0	4538.0	3011.0	977.0	4032.0	2418.0	2860.0	1537.0	3194.0	657.0	1410.0	1256.0	765.0	1178.0	1635.0	4038.0	1041.0	5261.0	4312.0	672.0	6088.0	6034.0	5247.0	3171.0	3712.0	334.0	355.0	326.0	2246.0	80310.2
Pitt_0050049	784.0	727.0	1771.0	1329.0	301.0	3003.0	3831.0	2482.0	703.0	3811.0	2281.0	3025.0	1786.0	2574.0	639.0	1293.0	993.0	671.0	1348.0	1542.0	3618.0	1090.0	4405.0	4035.0	484.0	5732.0	6575.0	5519.0	3144.0	4090.0	259.0	376.0	273.0	1666.0	76165.2
Pitt_0050050	1079.0	776.0	2840.0	1760.0	252.0	3908.0	5325.0	3616.0	994.0	5924.0	3097.0	3597.0	2507.0	3899.0	838.0	2283.0	1470.0	1092.0	2601.0	2111.0	5266.0	1709.0	6024.0	5145.0	952.0	8216.0	9930.0	7154.0	4281.0	4797.0	410.0	443.0	492.0	2807.0	107594.0
Pitt_0050051	910.0	875.0	3105.0	1510.0	214.0	3894.0	5734.0	3237.0	1142.0	5038.0	2698.0	3119.0	1995.0	3958.0	809.0	1672.0	2074.0	888.0	1576.0	1422.0	4514.0	1565.0	5501.0	4971.0	881.0	6165.0	7533.0	5565.0	4102.0	4860.0	324.0	377.0	382.0	2681.0	95289.5
Pitt_0050052	1064.0	1039.0	2591.0	1323.0	233.0	3026.0	5701.0	3071.0	1023.0	3961.0	2555.0	2221.0	2237.0	3637.0	791.0	1387.0	1508.0	839.0	1230.0	951.0	4285.0	1509.0	5245.0	3848.0	828.0	5810.0	6637.0	5279.0	3862.0	4029.0	309.0	466.0	352.0	2404.0	85251.0
Pitt_0050053	934.0	876.0	1920.0	1330.0	360.0	3255.0	5008.0	2869.0	945.0	4215.0	2142.0	2984.0	1573.0	3007.0	581.0	1403.0	1291.0	813.0	1715.0	1293.0	3569.0	1260.0	4166.0	3247.0	588.0	5103.0	5935.0	5215.0	3287.0	3378.0	260.0	397.0	290.0	2027.0	77237.3
Pitt_0050054	1155.0	847.0	2328.0	1619.0	371.0	3327.0	6937.0	3404.0	1138.0	4985.0	2640.0	3194.0	2024.0	3477.0	800.0	1702.0	1341.0	744.0	1832.0	1389.0	4451.0	1348.0	4602.0	3944.0	674.0	6508.0	7238.0	5412.0	3833.0	3519.0	260.0	476.0	310.0	2239.0	90070.6
Pitt_0050055	1096.0	644.0	1816.0	1358.0	344.0	3250.0	5337.0	3350.0	702.0	4537.0	2314.0	2988.0	1663.0	3179.0	633.0	1347.0	1353.0	843.0	1520.0	1175.0	3620.0	995.0	4674.0	3936.0	570.0	6502.0	7224.0	5391.0	3565.0	3174.0	315.0	403.0	295.0	2330.0	82443.0
Pitt_0050056	942.0	751.0	1467.0	1522.0	292.0	3191.0	5791.0	2563.0	894.0	5016.0	2324.0	3161.0	1666.0	3150.0	697.0	1245.0	1187.0	774.0	1514.0	1526.0	4136.0	1327.0	4410.0	3817.0	603.0	5912.0	7257.0	5500.0	3305.0	3837.0	263.0	400.0	291.0	1881.0	82609.5
Pitt_0050057	830.0	805.0	1954.0	1374.0	367.0	3375.0	4949.0	3214.0	777.0	4991.0	2161.0	3035.0	1578.0	3237.0	684.0	1434.0	1948.0	596.0	1816.0	1440.0	3892.0	1297.0	3696.0	3709.0	706.0	5426.0	6064.0	5308.0	3172.0	3786.0	236.0	497.0	327.0	1971.0	80652.2
Pitt_0050058	922.0	761.0	2733.0	1425.0	296.0	2807.0	6122.0	3189.0	1228.0	4563.0	2707.0	2971.0	1991.0	3678.0	784.0	1768.0	1388.0	846.0	1616.0	1449.0	4660.0	1556.0	5343.0	4546.0	1001.0	6220.0	8263.0	5503.0	3732.0	4052.0	288.0	460.0	337.0	2567.0	91771.2
Pitt_0050059	995.0	1071.0	2885.0	1630.0	358.0	3829.0	5433.0	3403.0	1165.0	4837.0	3036.0	3259.0	2289.0	3635.0	779.0	1814.0	1445.0	838.0	1445.0	1500.0	4793.0	1780.0	5671.0	5363.0	760.0	5472.0	7865.0	6049.0	4320.0	4104.0	322.0	417.0	481.0	2399.0	95440.6
Pitt_0050060	1269.0	1008.0	2709.0	1953.0	385.0	3872.0	6067.0	4180.0	1320.0	6235.0	2960.0	3823.0	2063.0	4235.0	952.0	2163.0	1279.0	826.0	1326.0	2033.0	4983.0	1556.0	6292.0	4455.0	934.0	6630.0	8740.0	6770.0	4104.0	4214.0	321.0	375.0	296.0	2740.0	103068.0
SBL_0051556	1286.0	823.0	2556.0	2103.0	353.0	4068.0	6522.0	4384.0	1344.0	6339.0	3214.0	4204.0	2048.0	4528.0	902.0	1950.0	1829.0	1036.0	1907.0	2219.0	4961.0	1551.0	5497.0	5056.0	933.0	7874.0	8621.0	6320.0	4261.0	4557.0	342.0	451.0	439.0	2652.0	107129.0
SBL_0051557	1026.0	748.0	2472.0	2180.0	205.0	4052.0	6381.0	3663.0	1227.0	5779.0	3695.0	3561.0	2268.0	3424.0	773.0	1578.0	1362.0	1076.0	1821.0	2082.0	4579.0	1255.0	6000.0	4837.0	775.0	6806.0	8086.0	6688.0	3774.0	3665.0	348.0	333.0	417.0	2234.0	99169.8
SBL_0051558	1073.0	1114.0	2464.0	1745.0	524.0	4004.0	6736.0	3662.0	1087.0	5831.0	3146.0	3819.0	2134.0	3666.0	717.0	1917.0	1521.0	1079.0	1943.0	1949.0	4196.0	1043.0	5733.0	4772.0	1083.0	7076.0	8604.0	6691.0	4390.0	3711.0	345.0	491.0	368.0	2851.0	101483.0
SBL_0051559	990.0	1136.0	1808.0	2011.0	440.0	4371.0	7236.0	4336.0	923.0	6622.0	3164.0	4022.0	2295.0	4603.0	1102.0	2277.0	1247.0	831.0	1910.0	1821.0	4822.0	1368.0	5545.0	4234.0	805.0	7889.0	8321.0	5584.0	3919.0	5274.0	318.0	567.0	281.0	2489.0	104563.0
SBL_0051560	1146.0	795.0	2925.0	2131.0	220.0	3696.0	6182.0	4214.0	1063.0	5033.0	3346.0	3621.0	1984.0	3924.0	502.0	2049.0	1829.0	958.0	1830.0	2006.0	4811.0	1597.0	6405.0	5376.0	761.0	6319.0	8131.0	5863.0	3821.0	3854.0	301.0	433.0	366.0	2286.0	99778.6
SBL_0051561	1182.0	633.0	2509.0	1584.0	482.0	3724.0	6381.0	4374.0	1536.0	6288.0	3494.0	3632.0	2167.0	4511.0	836.0	2053.0	1819.0	1020.0	1945.0	1599.0	4344.0	1298.0	6121.0	4483.0	960.0	7262.0	9415.0	6874.0	4353.0	5315.0	321.0	432.0	531.0	2765.0	106242.0
SBL_0051562	962.0	833.0	2172.0	1894.0	512.0	3085.0	6006.0	3420.0	957.0	5829.0	2786.0	3551.0	2286.0	3224.0	1017.0	1501.0	1554.0	796.0	1459.0	1862.0	3718.0	1241.0	5688.0	4246.0	866.0	6652.0	7010.0	6225.0	3739.0	3556.0	418.0	453.0	334.0	2543.0	92396.6
SBL_0051563	1078.0	1011.0	2289.0	2351.0	426.0	3763.0	7082.0	4366.0	1108.0	5861.0	2933.0	4388.0	2111.0	4400.0	820.0	1710.0	1383.0	758.0	1759.0	2634.0	5128.0	1420.0	6173.0	4860.0	1084.0	6206.0	8391.0	6794.0	3920.0	4563.0	372.0	445.0	352.0	2586.0	104524.0
SBL_0051564	1105.0	789.0	2791.0	1984.0	406.0	4176.0	6846.0	3994.0	1036.0	6147.0	3225.0	3795.0	2298.0	4486.0	901.0	1461.0	1574.0	943.0	1952.0	1865.0	4821.0	1551.0	6223.0	4896.0	794.0	7771.0	8512.0	6401.0	4066.0	3927.0	309.0	437.0	340.0	2376.0	104198.0
SBL_0051565	972.0	828.0	2025.0	1179.0	294.0	3117.0	5322.0	3560.0	1092.0	4414.0	3065.0	1884.0	1776.0	3784.0	814.0	1427.0	1496.0	817.0	1941.0	746.0	3992.0	1159.0	5242.0	4529.0	599.0	6284.0	7350.0	5454.0	3702.0	3697.0	252.0	455.0	451.0	2636.0	86353.6
SBL_0051566	1049.0	971.0	2386.0	2100.0	678.0	3786.0	7770.0	3617.0	1220.0	6967.0	3153.0	4045.0	2141.0	4153.0	1095.0	1842.0	1850.0	824.0	1982.0	2060.0	4974.0	1461.0	6340.0	6097.0	1093.0	6801.0	8163.0	7400.0	4153.0	3990.0	314.0	467.0	470.0	2780.0	108193.0
SBL_0051567	1030.0	1108.0	1831.0	1912.0	302.0	3172.0	5608.0	3728.0	985.0	5630.0	3023.0	3273.0	1716.0	3932.0	867.0	1701.0	1641.0	772.0	1807.0	1999.0	4403.0	1253.0	5372.0	4345.0	1010.0	5840.0	8095.0	6128.0	3940.0	4123.0	305.0	471.0	360.0	2376.0	94056.5
SBL_0051568	905.0	698.0	1796.0	1951.0	332.0	4297.0	6941.0	3496.0	1073.0	5585.0	3577.0	3099.0	1814.0	3219.0	747.0	1784.0	1276.0	919.0	1672.0	1672.0	5021.0	1549.0	5561.0	4641.0	843.0	6802.0	8560.0	6751.0	3826.0	3817.0	256.0	317.0	380.0	2406.0	97584.3
SBL_0051569	1044.0	918.0	2689.0	2112.0	527.0	3997.0	5775.0	3911.0	1348.0	6941.0	3931.0	3639.0	2376.0	3945.0	838.0	1701.0	1431.0	1003.0	1789.0	1953.0	5685.0	1379.0	5196.0	5580.0	646.0	6779.0	7734.0	7023.0	3905.0	4768.0	343.0	421.0	433.0	2468.0	104228.0
SBL_0051570	1055.0	642.0	1796.0	1795.0	309.0	3539.0	6241.0	3590.0	863.0	5568.0	3135.0	3553.0	1967.0	3533.0	937.0	2005.0	1688.0	889.0	1457.0	1873.0	4868.0	1351.0	6160.0	4457.0	782.0	7444.0	9015.0	5716.0	3655.0	4173.0	275.0	469.0	375.0	2224.0	97400.2
SBL_0051571	1037.0	884.0	2781.0	1906.0	624.0	4314.0	6132.0	4422.0	1034.0	6688.0	3935.0	3530.0	2090.0	4223.0	965.0	1903.0	2164.0	791.0	1484.0	1772.0	5048.0	1153.0	6137.0	4908.0	983.0	6592.0	8515.0	6892.0	4202.0	5879.0	251.0	618.0	397.0	2295.0	106546.0
SBL_0051572	970.0	1028.0	2959.0	2002.0	275.0	3690.0	6005.0	2917.0	1142.0	6725.0	3304.0	3975.0	2296.0	4095.0	862.0	1493.0	1449.0	1057.0	1749.0	2248.0	4377.0	1314.0	5939.0	4392.0	961.0	6415.0	8170.0	7693.0	3837.0	4207.0	403.0	413.0	482.0	2281.0	101125.0
SBL_0051573	1113.0	827.0	2139.0	1860.0	511.0	4131.0	6876.0	4328.0	1005.0	4672.0	3112.0	3660.0	2178.0	4071.0	851.0	1656.0	1346.0	1053.0	1527.0	2238.0	4749.0	1366.0	5354.0	5541.0	1040.0	6976.0	8096.0	5628.0	4055.0	4107.0	309.0	528.0	366.0	2621.0	99889.9
SBL_0051574	1019.0	759.0	1742.0	1664.0	356.0	3634.0	5468.0	3981.0	925.0	5180.0	3081.0	2837.0	1989.0	3907.0	839.0	1395.0	1551.0	944.0	1435.0	1658.0	4478.0	1339.0	5323.0	4150.0	544.0	6606.0	7704.0	6142.0	3809.0	4255.0	356.0	448.0	393.0	2537.0	92447.6
SBL_0051575	1291.0	827.0	2452.0	1818.0	438.0	4216.0	6748.0	4178.0	1081.0	6778.0	3482.0	3650.0	2283.0	4467.0	949.0	1944.0	1605.0	909.0	2132.0	1880.0	4463.0	1395.0	5059.0	4971.0	1112.0	7149.0	9237.0	6963.0	4497.0	4763.0	336.0	463.0	504.0	2534.0	106572.0
SBL_0051576	1019.0	675.0	2045.0	1815.0	531.0	3708.0	6063.0	3987.0	895.0	5960.0	2951.0	3309.0	2370.0	4120.0	860.0	1740.0	1393.0	965.0	1868.0	1664.0	4445.0	1436.0	5443.0	4624.0	715.0	7565.0	8035.0	6081.0	3752.0	4242.0	326.0	427.0	368.0	2222.0	97621.5
SBL_0051577	1392.0	799.0	2476.0	1871.0	381.0	3970.0	6432.0	3594.0	1428.0	6327.0	3134.0	3225.0	2515.0	3953.0	737.0	1813.0	1805.0	743.0	1663.0	1735.0	4756.0	1736.0	5844.0	4863.0	835.0	7519.0	8557.0	6286.0	4177.0	5065.0	397.0	411.0	477.0	2259.0	103176.0
SBL_0051578	1320.0	1006.0	2092.0	1835.0	594.0	3470.0	7056.0	4755.0	1269.0	6798.0	3171.0	4331.0	2230.0	4280.0	761.0	1838.0	1550.0	826.0	1811.0	2246.0	5004.0	1247.0	5878.0	5067.0	629.0	7924.0	9201.0	7286.0	4557.0	4302.0	353.0	397.0	541.0	2925.0	108553.0
SBL_0051579	928.0	786.0	2414.0	1699.0	395.0	3734.0	6535.0	4771.0	1092.0	5585.0	3157.0	2987.0	2221.0	4443.0	826.0	1730.0	1888.0	940.0	2314.0	1570.0	4980.0	1285.0	5868.0	3877.0	541.0	5863.0	7029.0	5710.0	4081.0	4061.0	271.0	371.0	443.0	2576.0	96969.0
SBL_0051580	1260.0	996.0	1962.0	1984.0	455.0	3987.0	6821.0	3531.0	951.0	6198.0	2546.0	4355.0	2304.0	4002.0	882.0	1818.0	1891.0	706.0	1578.0	1849.0	4545.0	1372.0	4731.0	4242.0	905.0	7000.0	8103.0	6160.0	3739.0	4330.0	343.0	433.0	526.0	2592.0	99096.1
SBL_0051581	827.0	630.0	2331.0	1507.0	385.0	2841.0	5343.0	3119.0	1088.0	4639.0	2730.0	2722.0	1655.0	3111.0	659.0	1538.0	1587.0	776.0	1773.0	1564.0	3902.0	1185.0	5417.0	4263.0	521.0	6190.0	7175.0	4627.0	3216.0	3386.0	224.0	315.0	400.0	2376.0	84021.2
SBL_0051582	879.0	894.0	2092.0	1637.0	325.0	3169.0	6198.0	3320.0	1101.0	5780.0	3239.0	3649.0	2156.0	3952.0	765.0	2070.0	1666.0	1011.0	2399.0	1734.0	4437.0	1671.0	5728.0	4389.0	696.0	6283.0	9073.0	5565.0	4240.0	4279.0	296.0	426.0	435.0	2299.0	97853.1
SBL_0051583	1072.0	981.0	2399.0	1607.0	382.0	3952.0	6031.0	4356.0	1011.0	6915.0	2993.0	3924.0	2147.0	4572.0	981.0	1877.0	1253.0	1057.0	1920.0	1942.0	5041.0	1543.0	6143.0	4929.0	697.0	7698.0	7990.0	7509.0	3894.0	3869.0	375.0	435.0	298.0	2792.0	104586.0
SBL_0051584	1123.0	905.0	2420.0	1592.0	427.0	3865.0	5511.0	4839.0	1436.0	6096.0	3181.0	3175.0	2473.0	4218.0	981.0	1817.0	1518.0	1002.0	1455.0	1670.0	5070.0	1389.0	6464.0	5125.0	833.0	6645.0	9157.0	6088.0	4082.0	5343.0	281.0	514.0	392.0	2634.0	103722.0
SBL_0051585	1032.0	930.0	2301.0	1757.0	475.0	3899.0	6515.0	3893.0	875.0	5155.0	3215.0	3404.0	2200.0	3612.0	954.0	1550.0	1416.0	861.0	1667.0	1637.0	4731.0	1266.0	5643.0	4708.0	803.0	6757.0	7133.0	7104.0	3982.0	4418.0	402.0	416.0	454.0	2240.0	97407.1
SDSU_0050182	1016.0	886.0	2916.0	1734.0	383.0	3765.0	6810.0	3840.0	1034.0	4942.0	3055.0	3015.0	2194.0	4440.0	792.0	1680.0	1599.0	924.0	1359.0	1709.0	4165.0	1398.0	5596.0	4857.0	612.0	7181.0	8168.0	6455.0	3971.0	4226.0	357.0	450.0	312.0	2077.0	97919.2
SDSU_0050183	1080.0	887.0	1911.0	1478.0	311.0	3180.0	5673.0	3603.0	906.0	4777.0	3122.0	3410.0	1790.0	3460.0	684.0	1583.0	1231.0	873.0	1179.0	1786.0	3839.0	1217.0	4700.0	3745.0	736.0	5906.0	7548.0	5270.0	3372.0	3498.0	227.0	482.0	322.0	2283.0	86068.2
SDSU_0050184	956.0	880.0	2621.0	1664.0	440.0	4486.0	6781.0	4044.0	1390.0	6479.0	3384.0	4098.0	2154.0	4342.0	1026.0	1983.0	1780.0	1017.0	1911.0	1936.0	6015.0	1476.0	6778.0	5965.0	920.0	7577.0	10001.0	6507.0	5145.0	5629.0	366.0	462.0	467.0	2882.0	113566.0
SDSU_0050185	697.0	524.0	1533.0	807.0	200.0	1660.0	3010.0	1870.0	614.0	2468.0	1263.0	1718.0	879.0	2285.0	489.0	994.0	963.0	341.0	713.0	659.0	2393.0	845.0	2918.0	2173.0	328.0	2598.0	4289.0	2855.0	2231.0	2328.0	285.0	184.0	182.0	1955.0	49250.7
SDSU_0050186	891.0	755.0	2361.0	1493.0	300.0	3162.0	5571.0	3003.0	1001.0	5070.0	3075.0	3787.0	1920.0	3220.0	744.0	1446.0	1514.0	819.0	2091.0	1624.0	4088.0	1061.0	5461.0	4615.0	550.0	6205.0	7566.0	5780.0	3794.0	4061.0	329.0	359.0	445.0	2265.0	90428.0
SDSU_0050187	1300.0	885.0	2463.0	1736.0	428.0	3371.0	6724.0	3961.0	1281.0	5266.0	3254.0	3229.0	2034.0	4244.0	832.0	1589.0	1350.0	881.0	2049.0	1768.0	4021.0	1275.0	5531.0	4602.0	894.0	8104.0	8352.0	5941.0	4288.0	4103.0	288.0	534.0	345.0	2584.0	99505.9
SDSU_0050188	910.0	953.0	2018.0	1934.0	605.0	4095.0	6014.0	4539.0	1344.0	5544.0	3110.0	3290.0	2290.0	4015.0	786.0	2023.0	1857.0	1002.0	2006.0	1898.0	5011.0	1384.0	5685.0	5735.0	809.0	8032.0	9071.0	7043.0	4059.0	4283.0	360.0	436.0	498.0	2768.0	105406.0
SDSU_0050189	941.0	799.0	2389.0	1644.0	419.0	2892.0	5138.0	3553.0	913.0	4942.0	3021.0	2516.0	1933.0	3319.0	789.0	1737.0	1594.0	842.0	1681.0	1118.0	3790.0	1343.0	5325.0	4584.0	616.0	6119.0	8554.0	5484.0	3842.0	3249.0	273.0	479.0	396.0	2185.0	88421.0
SDSU_0050190	862.0	922.0	1966.0	1854.0	381.0	3151.0	4404.0	3088.0	1019.0	5290.0	2210.0	2997.0	1607.0	3037.0	878.0	1606.0	1541.0	675.0	1698.0	1252.0	5118.0	1348.0	4641.0	3754.0	845.0	6509.0	6904.0	6161.0	3440.0	3405.0	415.0	567.0	389.0	2378.0	86312.5
SDSU_0050191	1067.0	626.0	2456.0	1460.0	284.0	3331.0	6358.0	2618.0	869.0	5094.0	2484.0	2521.0	1641.0	3535.0	726.0	1611.0	1533.0	701.0	1364.0	1316.0	4123.0	1028.0	4776.0	4331.0	741.0	5607.0	7359.0	4953.0	3939.0	3799.0	363.0	374.0	399.0	1957.0	85343.3
SDSU_0050192	880.0	798.0	1681.0	1465.0	316.0	2662.0	5216.0	1770.0	994.0	5202.0	1397.0	2349.0	1580.0	2459.0	580.0	1382.0	1236.0	428.0	1327.0	1125.0	3803.0	1076.0	5231.0	3811.0	488.0	4761.0	6083.0	5406.0	2898.0	4350.0	409.0	463.0	295.0	1909.0	75833.0
SDSU_0050193	806.0	707.0	3054.0	1528.0	325.0	3533.0	5142.0	2621.0	883.0	5225.0	3492.0	3132.0	1809.0	3411.0	638.0	1660.0	1478.0	968.0	1456.0	1460.0	4215.0	1203.0	6085.0	4294.0	552.0	5963.0	7456.0	5296.0	4056.0	4575.0	336.0	339.0	467.0	2065.0	90230.1
SDSU_0050194	932.0	753.0	2258.0	1594.0	419.0	3135.0	5522.0	3612.0	941.0	4857.0	2457.0	3303.0	1676.0	3459.0	707.0	1351.0	2037.0	681.0	1790.0	1595.0	3959.0	1110.0	5030.0	3584.0	785.0	5324.0	6572.0	4266.0	3363.0	3514.0	315.0	451.0	277.0	2046.0	83672.3
SDSU_0050195	1080.0	1061.0	1724.0	1610.0	426.0	3210.0	5564.0	3248.0	888.0	4599.0	2466.0	3445.0	1838.0	3863.0	702.0	1794.0	1258.0	824.0	1204.0	1644.0	4933.0	1216.0	4717.0	3376.0	849.0	6438.0	6834.0	5869.0	3437.0	3736.0	300.0	456.0	340.0	2074.0	87021.8
SDSU_0050196	871.0	1242.0	3214.0	1444.0	466.0	3251.0	5371.0	2944.0	982.0	5151.0	2766.0	2756.0	2011.0	3244.0	610.0	1569.0	1337.0	775.0	1509.0	1322.0	4030.0	1138.0	4840.0	4415.0	1150.0	5808.0	6458.0	5649.0	3945.0	3870.0	356.0	422.0	459.0	2110.0	87485.0
SDSU_0050197	1220.0	834.0	1929.0	1743.0	496.0	3227.0	4821.0	2593.0	1298.0	4470.0	2871.0	3836.0	2182.0	3131.0	822.0	1395.0	1370.0	672.0	1366.0	1720.0	4747.0	1234.0	6022.0	5426.0	762.0	5787.0	8300.0	6903.0	3927.0	4213.0	446.0	458.0	398.0	1834.0	92450.8
SDSU_0050198	1173.0	654.0	2432.0	1473.0	351.0	3787.0	6328.0	2723.0	1083.0	4029.0	3097.0	3060.0	1914.0	3777.0	932.0	1791.0	1871.0	881.0	1510.0	1326.0	4451.0	1367.0	5258.0	4565.0	684.0	7009.0	8061.0	6312.0	4190.0	5020.0	329.0	470.0	449.0	2099.0	94457.5
