lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area
Pitt_0050010	732.0	398.0	1429.0	1356.0	355.0	2684.0	3107.0	1769.0	588.0	3503.0	1780.0	2124.0	1348.0	1859.0	526.0	1122.0	1087.0	410.0	891.0	1131.0	3136.0	919.0	3466.0	2716.0	537.0	3247.0	5185.0	3790.0	3120.0	2903.0	204.0	401.0	348.0	1758.0	59929.2
Pitt_0050011	881.0	775.0	3725.0	1510.0	334.0	3616.0	5030.0	4075.0	1458.0	4610.0	3125.0	3246.0	2157.0	3904.0	949.0	1632.0	2056.0	818.0	1520.0	1561.0	4983.0	1551.0	5909.0	4295.0	1113.0	7606.0	8290.0	7600.0	4875.0	5362.0	291.0	558.0	524.0	2977.0	102916.0
Pitt_0050012	1126.0	688.0	1967.0	1445.0	421.0	2884.0	5062.0	3330.0	988.0	4468.0	2853.0	3211.0	2052.0	2979.0	723.0	1691.0	1726.0	609.0	1646.0	1570.0	4249.0	1322.0	4535.0	3315.0	679.0	5496.0	6553.0	4900.0	4090.0	4445.0	287.0	432.0	418.0	2194.0	84354.8
Pitt_0050013	1058.0	686.0	1777.0	1280.0	420.0	3554.0	3740.0	3102.0	1158.0	3950.0	2462.0	2815.0	1662.0	2884.0	655.0	1219.0	1977.0	587.0	1345.0	1116.0	4115.0	1134.0	4580.0	3823.0	749.0	5073.0	6580.0	6015.0	3373.0	4131.0	194.0	409.0	503.0	1929.0	80050.6
Pitt_0050014	886.0	626.0	2085.0	1514.0	361.0	3523.0	5142.0	3512.0	1071.0	4652.0	2594.0	3170.0	1672.0	3164.0	1001.0	1288.0	1575.0	593.0	1416.0	1273.0	3852.0	1062.0	4799.0	4212.0	758.0	5924.0	6294.0	5529.0	4270.0	4224.0	228.0	463.0	516.0	2041.0	85287.6
Pitt_0050015	1162.0	698.0	1868.0	1547.0	395.0	3610.0	5256.0	2935.0	1110.0	4511.0	2711.0	2906.0	1764.0	2674.0	788.0	1517.0	1997.0	724.0	1412.0	1118.0	4485.0	1322.0	5436.0	4277.0	785.0	5709.0	6710.0	5332.0	4262.0	4550.0	204.0	448.0	603.0	2129.0	86953.4
Pitt_0050016	1451.0	943.0	3273.0	1958.0	519.0	4368.0	6286.0	4775.0	1272.0	6327.0	3098.0	4055.0	2139.0	3983.0	837.0	1863.0	1856.0	646.0	1562.0	1896.0	5432.0	1249.0	6169.0	5082.0	1514.0	7810.0	10255.0	7683.0	4503.0	4781.0	281.0	560.0	452.0	3101.0	111978.0
Pitt_0050017	848.0	650.0	2802.0	645.0	328.0	2691.0	5534.0	3590.0	1181.0	4864.0	2294.0	3939.0	1932.0	3258.0	757.0	1597.0	1836.0	438.0	1194.0	648.0	4562.0	1259.0	6089.0	3550.0	843.0	5188.0	7346.0	5236.0	3125.0	4150.0	270.0	501.0	569.0	2657.0	86371.8
Pitt_0050019	1301.0	1102.0	4045.0	1508.0	509.0	3513.0	4973.0	4336.0	1458.0	5494.0	3338.0	2585.0	2564.0	3524.0	726.0	2358.0	2311.0	625.0	1495.0	1111.0	4905.0	1345.0	5985.0	4467.0	1512.0	7489.0	9629.0	7012.0	4535.0	4719.0	293.0	533.0	501.0	2979.0	104778.0
Pitt_0050020	1331.0	969.0	2026.0	1615.0	291.0	3603.0	5407.0	2925.0	893.0	5730.0	2868.0	3163.0	1966.0	3316.0	782.0	1207.0	1944.0	696.0	1746.0	1702.0	4542.0	1468.0	4757.0	4367.0	873.0	5722.0	7522.0	5763.0	4096.0	4250.0	276.0	438.0	486.0	2422.0	91164.4
Pitt_0050022	1256.0	719.0	2345.0	1515.0	354.0	3439.0	4503.0	3276.0	1283.0	5430.0	2963.0	3710.0	2037.0	3152.0	717.0	1509.0	2133.0	741.0	1436.0	1695.0	4536.0	1376.0	5252.0	4125.0	865.0	6559.0	7895.0	6242.0	4198.0	4886.0	231.0	510.0	487.0	2324.0	93699.3
Pitt_0050023	1168.0	759.0	2037.0	1540.0	415.0	3474.0	5730.0	3894.0	1013.0	4728.0	2858.0	2780.0	1850.0	3254.0	1034.0	1661.0	1778.0	549.0	1222.0	1304.0	4265.0	1316.0	4395.0	4674.0	846.0	6457.0	7903.0	5680.0	3847.0	3924.0	261.0	437.0	391.0	2224.0	89668.1
Pitt_0050024	1070.0	811.0	2993.0	1343.0	426.0	2874.0	5212.0	3482.0	855.0	4977.0	2717.0	2726.0	2059.0	3296.0	863.0	1496.0	1779.0	753.0	1163.0	1226.0	3884.0	1325.0	4971.0	3700.0	955.0	5605.0	7969.0	4879.0	3598.0	3311.0	248.0	426.0	426.0	2445.0	85864.2
Pitt_0050025	904.0	399.0	1775.0	1462.0	371.0	3177.0	3534.0	2538.0	827.0	4812.0	2281.0	3213.0	1596.0	2425.0	591.0	1084.0	1666.0	580.0	1310.0	1395.0	3128.0	914.0	3908.0	3520.0	556.0	4333.0	5467.0	5085.0	3342.0	2945.0	162.0	440.0	297.0	1948.0	71987.0
Pitt_0050026	1126.0	727.0	2625.0	1884.0	411.0	3317.0	5217.0	3681.0	1251.0	5223.0	2936.0	3565.0	1887.0	3926.0	600.0	1720.0	1603.0	677.0	1358.0	1605.0	5132.0	1580.0	5813.0	4459.0	806.0	6744.0	8828.0	6114.0	3953.0	3608.0	264.0	596.0	480.0	2463.0	96179.2
Pitt_0050027	857.0	526.0	1853.0	1365.0	391.0	2986.0	3656.0	3239.0	825.0	3843.0	2435.0	3214.0	1319.0	2835.0	737.0	1087.0	1315.0	585.0	1366.0	1452.0	4053.0	1058.0	4290.0	3524.0	715.0	4891.0	5869.0	5886.0	3222.0	3278.0	232.0	420.0	378.0	1770.0	75472.6
Pitt_0050028	1541.0	619.0	3410.0	1759.0	534.0	3829.0	5507.0	3973.0	1247.0	5218.0	3173.0	2732.0	1796.0	3536.0	826.0	1630.0	2128.0	798.0	1480.0	1448.0	5211.0	1648.0	5484.0	4678.0	918.0	7571.0	9384.0	6121.0	4573.0	5220.0	242.0	601.0	488.0	2872.0	102193.0
Pitt_0050029	1167.0	768.0	2334.0	1683.0	424.0	3085.0	5581.0	3708.0	1083.0	5241.0	3175.0	3603.0	2297.0	3955.0	836.0	1735.0	2143.0	683.0	1569.0	1687.0	5715.0	1361.0	5324.0	4992.0	1076.0	7360.0	8753.0	7236.0	4617.0	4172.0	289.0	561.0	638.0	2444.0	101295.0
Pitt_0050030	1072.0	981.0	2892.0	1695.0	395.0	3772.0	4681.0	3736.0	1052.0	6294.0	2541.0	3663.0	2023.0	3789.0	681.0	1523.0	1662.0	726.0	1578.0	1602.0	4753.0	1601.0	5506.0	3363.0	1088.0	6140.0	7548.0	4998.0	4014.0	3979.0	235.0	514.0	651.0	2091.0	92841.4
Pitt_0050031	1395.0	834.0	2330.0	1259.0	446.0	3374.0	5127.0	3465.0	1067.0	4745.0	2916.0	3099.0	1882.0	3337.0	687.0	1571.0	1812.0	722.0	1354.0	1343.0	4507.0	1232.0	4945.0	4291.0	973.0	7233.0	7585.0	5246.0	4183.0	4441.0	229.0	490.0	515.0	2321.0	90954.4
Pitt_0050032	1097.0	805.0	3097.0	1806.0	547.0	3551.0	4662.0	3593.0	1140.0	4713.0	2764.0	3472.0	1933.0	3572.0	830.0	1457.0	2018.0	650.0	1301.0	1478.0	4495.0	1408.0	5511.0	4401.0	936.0	6591.0	7881.0	6557.0	4226.0	4552.0	266.0	513.0	621.0	2399.0	94839.5
Pitt_0050033	1221.0	684.0	2695.0	1392.0	380.0	3710.0	4378.0	3135.0	874.0	4424.0	2997.0	3152.0	1936.0	2880.0	794.0	1538.0	1812.0	660.0	1482.0	1279.0	4724.0	1382.0	5225.0	4345.0	736.0	6579.0	7497.0	6219.0	4067.0	4475.0	204.0	354.0	515.0	2308.0	90048.9
Pitt_0050034	1134.0	778.0	2561.0	1572.0	388.0	3858.0	4933.0	3709.0	1105.0	5591.0	2992.0	2914.0	1902.0	3161.0	991.0	1512.0	1632.0	647.0	1462.0	1381.0	4730.0	1614.0	5259.0	4958.0	934.0	6478.0	8018.0	6284.0	3719.0	3845.0	223.0	436.0	417.0	2480.0	93616.1
Pitt_0050035	932.0	762.0	2528.0	1789.0	510.0	3076.0	4434.0	3868.0	1156.0	5526.0	2686.0	3141.0	1805.0	3236.0	706.0	1308.0	1498.0	724.0	1358.0	1390.0	4243.0	1273.0	5536.0	3767.0	652.0	6246.0	6748.0	5713.0	4535.0	4301.0	274.0	569.0	466.0	2437.0	89191.3
Pitt_0050036	1181.0	638.0	2260.0	1275.0	323.0	3219.0	4362.0	3233.0	1004.0	4756.0	2472.0	3644.0	1795.0	3226.0	626.0	1352.0	1763.0	662.0	1466.0	1449.0	3520.0	1215.0	4608.0	3271.0	697.0	5294.0	7176.0	5113.0	4241.0	4182.0	181.0	510.0	511.0	2345.0	83570.1
Pitt_0050037	1009.0	425.0	3553.0	1352.0	523.0	3624.0	4247.0	3506.0	805.0	4943.0	3028.0	2896.0	1897.0	2925.0	758.0	1580.0	1565.0	817.0	1290.0	1263.0	4716.0	1234.0	5625.0	4367.0	760.0	6020.0	8681.0	5444.0	3979.0	3707.0	200.0	520.0	525.0	2388.0	90172.0
Pitt_0050038	1040.0	553.0	1594.0	1446.0	379.0	3053.0	4542.0	2512.0	938.0	4728.0	2600.0	3271.0	1530.0	2781.0	717.0	1266.0	1223.0	637.0	1132.0	1524.0	4140.0	1199.0	4156.0	3930.0	785.0	4857.0	7158.0	5244.0	3594.0	4337.0	289.0	366.0	448.0	2073.0	80040.5
Pitt_0050039	998.0	790.0	2286.0	1634.0	435.0	3213.0	4305.0	3239.0	840.0	4544.0	2669.0	2725.0	2000.0	2829.0	708.0	1347.0	1774.0	702.0	1505.0	1215.0	4558.0	1110.0	5074.0	3852.0	959.0	5360.0	7345.0	5588.0	4144.0	4002.0	218.0	428.0	625.0	2230.0	85248.8
Pitt_0050040	1328.0	583.0	1840.0	1489.0	435.0	3366.0	4799.0	3431.0	915.0	4467.0	2755.0	3211.0	1566.0	3001.0	717.0	1290.0	1753.0	630.0	1488.0	1638.0	3866.0	1054.0	4846.0	3622.0	728.0	5531.0	7415.0	5095.0	3375.0	3666.0	182.0	503.0	338.0	2312.0	83234.8
Pitt_0050041	1097.0	759.0	2867.0	1741.0	361.0	3547.0	5140.0	4285.0	1057.0	5952.0	3144.0	2679.0	1867.0	3951.0	796.0	1253.0	1766.0	879.0	1696.0	1394.0	4957.0	1316.0	5088.0	4549.0	986.0	7259.0	8084.0	5510.0	4306.0	4310.0	193.0	549.0	528.0	2724.0	96590.5
Pitt_0050042	1048.0	643.0	1969.0	1452.0	442.0	3018.0	4367.0	3170.0	944.0	4816.0	2746.0	3387.0	1820.0	3068.0	589.0	1385.0	1520.0	665.0	1360.0	1452.0	3754.0	1079.0	4790.0	3868.0	802.0	5717.0	7120.0	5775.0	3683.0	3283.0	240.0	529.0	388.0	2010.0	82896.7
Pitt_0050043	1233.0	601.0	2443.0	1573.0	381.0	3032.0	4492.0	3136.0	1003.0	5212.0	2910.0	3078.0	1842.0	3298.0	623.0	1226.0	1613.0	639.0	1211.0	1518.0	4043.0	1316.0	5021.0	3663.0	834.0	7021.0	7479.0	4653.0	3907.0	3496.0	175.0	462.0	489.0	2074.0	85696.1
Pitt_0050044	1176.0	747.0	2457.0	1458.0	469.0	4067.0	4852.0	3519.0	944.0	5113.0	3051.0	3726.0	1789.0	3429.0	890.0	1724.0	1725.0	758.0	1294.0	1722.0	4380.0	1089.0	5697.0	4071.0	837.0	6472.0	7887.0	5678.0	4181.0	3981.0	216.0	438.0	475.0	2472.0	92782.8
Pitt_0050045	1204.0	985.0	3184.0	1808.0	569.0	4679.0	5452.0	3861.0	1521.0	6337.0	3173.0	4234.0	1921.0	3750.0	940.0	1527.0	2006.0	694.0	1857.0	1984.0	4867.0	1279.0	5543.0	4962.0	1074.0	6884.0	8444.0	7193.0	4580.0	5016.0	258.0	574.0	621.0	2488.0	105470.0
Pitt_0050046	869.0	500.0	1986.0	1254.0	364.0	2807.0	4324.0	3167.0	866.0	4421.0	2834.0	1769.0	1994.0	2560.0	705.0	1440.0	2025.0	625.0	1448.0	1023.0	4082.0	1109.0	4818.0	3391.0	575.0	5159.0	6837.0	4672.0	3422.0	3413.0	183.0	493.0	517.0	2062.0	77711.9
Pitt_0050047	1110.0	523.0	2784.0	1472.0	429.0	3264.0	4807.0	3805.0	1448.0	4748.0	2831.0	3436.0	1978.0	3752.0	778.0	1360.0	2105.0	617.0	1731.0	1333.0	4888.0	1443.0	5214.0	4217.0	794.0	6241.0	7552.0	4928.0	3990.0	4139.0	259.0	472.0	472.0	2815.0	91734.6
Pitt_0050048	947.0	560.0	2648.0	1312.0	355.0	2712.0	3726.0	3231.0	1040.0	4134.0	2756.0	2833.0	1715.0	2998.0	607.0	1291.0	1626.0	693.0	1228.0	1438.0	3811.0	1241.0	4713.0	3593.0	496.0	4898.0	6732.0	5446.0	3295.0	3764.0	253.0	416.0	355.0	2220.0	79084.8
Pitt_0050049	813.0	579.0	2428.0	1358.0	309.0	2870.0	3641.0	2644.0	738.0	4300.0	2498.0	2852.0	1804.0	2350.0	675.0	1638.0	1588.0	651.0	1264.0	1374.0	3954.0	1169.0	4587.0	3410.0	603.0	5280.0	6311.0	5195.0	3106.0	2805.0	192.0	438.0	443.0	1933.0	75799.5
Pitt_0050050	1252.0	950.0	3395.0	1479.0	345.0	3868.0	4543.0	3106.0	1032.0	5510.0	3242.0	3568.0	2091.0	3508.0	840.0	2588.0	2332.0	730.0	1605.0	1638.0	5188.0	1931.0	5673.0	4411.0	1354.0	7615.0	10161.0	7979.0	4702.0	5362.0	286.0	460.0	652.0	3413.0	106810.0
Pitt_0050051	1100.0	739.0	3077.0	1416.0	480.0	4176.0	4747.0	3309.0	1223.0	4840.0	2973.0	3147.0	1869.0	3412.0	987.0	1623.0	2405.0	651.0	1375.0	1350.0	4664.0	1556.0	5940.0	4248.0	883.0	6499.0	7970.0	6487.0	4265.0	4618.0	265.0	577.0	570.0	2895.0	96335.8
Pitt_0050052	1116.0	603.0	2655.0	1368.0	404.0	2887.0	4687.0	3330.0	1092.0	4410.0	2582.0	2529.0	2056.0	3469.0	759.0	1325.0	1802.0	567.0	1624.0	883.0	4185.0	1224.0	4872.0	3628.0	784.0	5800.0	6643.0	5310.0	3947.0	4377.0	202.0	570.0	442.0	2513.0	84645.2
Pitt_0050053	800.0	575.0	1927.0	1283.0	415.0	3199.0	4445.0	2702.0	913.0	4287.0	2375.0	2893.0	1333.0	2866.0	665.0	1432.0	1348.0	614.0	1416.0	1382.0	4030.0	1117.0	4502.0	3345.0	760.0	5081.0	7156.0	4941.0	4000.0	3907.0	211.0	558.0	470.0	2008.0	78956.7
Pitt_0050054	1066.0	903.0	2838.0	1314.0	416.0	3603.0	4730.0	3058.0	948.0	5544.0	2701.0	3096.0	2097.0	3027.0	662.0	1739.0	1984.0	630.0	1408.0	1247.0	4581.0	1576.0	4678.0	3923.0	1113.0	5624.0	6780.0	5907.0	4004.0	4062.0	245.0	488.0	451.0	2130.0	88573.5
Pitt_0050055	1020.0	577.0	2617.0	1332.0	426.0	2859.0	4430.0	3550.0	839.0	5206.0	2801.0	2616.0	1805.0	2574.0	713.0	1505.0	1428.0	634.0	1166.0	1116.0	4194.0	968.0	5323.0	4049.0	859.0	5271.0	6964.0	4967.0	4026.0	2998.0	227.0	368.0	511.0	2191.0	82133.0
Pitt_0050056	1102.0	955.0	1844.0	1364.0	407.0	3252.0	4792.0	2982.0	1093.0	4857.0	2381.0	3113.0	1798.0	3357.0	789.0	1139.0	1602.0	608.0	1440.0	1228.0	4326.0	1266.0	4617.0	3561.0	906.0	5017.0	7024.0	5473.0	3179.0	3404.0	196.0	461.0	415.0	1765.0	81712.1
Pitt_0050057	893.0	648.0	1975.0	1262.0	322.0	3448.0	4545.0	2991.0	1028.0	4289.0	2248.0	3240.0	1720.0	2938.0	982.0	1118.0	1689.0	584.0	1183.0	1289.0	4250.0	1094.0	4027.0	4048.0	841.0	5892.0	6359.0	5420.0	3590.0	3616.0	203.0	469.0	397.0	2093.0	80689.7
Pitt_0050058	1132.0	570.0	2504.0	1496.0	439.0	3112.0	5537.0	3231.0	1206.0	4773.0	2687.0	3116.0	1789.0	2965.0	765.0	1272.0	1988.0	716.0	1480.0	1387.0	4847.0	1193.0	5627.0	4744.0	806.0	6116.0	7815.0	5878.0	3739.0	4062.0	225.0	556.0	374.0	3220.0	91365.0
Pitt_0050059	1044.0	602.0	3167.0	1586.0	498.0	4125.0	5381.0	3575.0	1048.0	4806.0	3169.0	3477.0	2327.0	3381.0	905.0	1611.0	1990.0	674.0	1403.0	1216.0	4824.0	951.0	4881.0	4617.0	838.0	6136.0	8298.0	6514.0	4192.0	3684.0	184.0	490.0	662.0	3000.0	95257.8
Pitt_0050060	1623.0	670.0	2858.0	1867.0	619.0	3862.0	6096.0	4046.0	1273.0	6101.0	3093.0	3994.0	2307.0	3679.0	887.0	1689.0	2453.0	674.0	1358.0	1863.0	5513.0	1409.0	6352.0	4894.0	984.0	6892.0	8378.0	6020.0	4045.0	4181.0	252.0	551.0	458.0	2614.0	103554.0
SBL_0051556	1198.0	912.0	3054.0	2204.0	428.0	4549.0	5066.0	4186.0	1165.0	6877.0	3046.0	3892.0	2141.0	3617.0	760.0	1442.0	1618.0	941.0	1488.0	2060.0	4777.0	1530.0	6123.0	5122.0	750.0	7760.0	9989.0	7032.0	4852.0	5176.0	294.0	583.0	635.0	2964.0	108230.0
SBL_0051557	1096.0	763.0	3119.0	1863.0	493.0	4308.0	5091.0	4143.0	981.0	6213.0	3240.0	3740.0	2039.0	3111.0	999.0	1938.0	1724.0	836.0	1295.0	1699.0	5172.0	1405.0	6077.0	4438.0	831.0	7298.0	8314.0	6634.0	4424.0	4100.0	239.0	546.0	585.0	2561.0	101316.0
SBL_0051558	1252.0	869.0	2565.0	1641.0	481.0	3726.0	5532.0	3970.0	1344.0	6042.0	3670.0	3788.0	1961.0	3605.0	727.0	1471.0	2048.0	853.0	1718.0	1874.0	4350.0	1415.0	6326.0	4215.0	1018.0	7060.0	9139.0	5888.0	4718.0	4297.0	225.0	555.0	493.0	2992.0	101826.0
SBL_0051559	1483.0	1010.0	2006.0	1787.0	481.0	4582.0	7002.0	4418.0	1363.0	6944.0	3136.0	3973.0	2367.0	3708.0	874.0	1423.0	1489.0	791.0	1354.0	1716.0	5251.0	1596.0	5766.0	4766.0	840.0	6889.0	8849.0	6641.0	4090.0	4413.0	271.0	494.0	478.0	2461.0	104713.0
SBL_0051560	718.0	809.0	2257.0	1925.0	489.0	3890.0	5551.0	4922.0	1111.0	6744.0	3150.0	2943.0	1994.0	3099.0	697.0	1744.0	2352.0	642.0	1537.0	1463.0	4946.0	1895.0	6682.0	4800.0	1073.0	6817.0	7758.0	6989.0	3738.0	3722.0	259.0	421.0	438.0	2917.0	100496.0
SBL_0051561	1584.0	587.0	2259.0	1408.0	552.0	4211.0	6023.0	5053.0	1425.0	7045.0	3556.0	3564.0	2347.0	3971.0	932.0	1583.0	1943.0	799.0	1661.0	1340.0	5111.0	1248.0	5378.0	4592.0	1001.0	7287.0	10243.0	7206.0	4784.0	4919.0	212.0	569.0	622.0	2756.0	107772.0
SBL_0051562	859.0	865.0	2127.0	1884.0	425.0	3300.0	4235.0	3844.0	839.0	6495.0	2866.0	3604.0	2228.0	3136.0	771.0	1746.0	1808.0	840.0	1296.0	1671.0	4725.0	1326.0	5806.0	4055.0	1072.0	5808.0	7254.0	5690.0	4248.0	4688.0	278.0	483.0	494.0	2236.0	93000.3
SBL_0051563	1320.0	753.0	2321.0	2343.0	623.0	3781.0	5947.0	3861.0	985.0	6949.0	3031.0	4735.0	2353.0	3667.0	1010.0	1499.0	1658.0	696.0	1513.0	2455.0	5694.0	1568.0	6078.0	4934.0	1011.0	6701.0	9529.0	6426.0	4908.0	5168.0	251.0	434.0	453.0	2467.0	107120.0
SBL_0051564	1033.0	898.0	2711.0	2024.0	537.0	4213.0	6626.0	3726.0	1439.0	5975.0	3079.0	4124.0	2334.0	3432.0	872.0	1141.0	2041.0	744.0	1531.0	1819.0	4500.0	1406.0	6220.0	4678.0	1082.0	6796.0	9002.0	6804.0	4853.0	5738.0	233.0	539.0	443.0	2565.0	105160.0
SBL_0051565	1105.0	653.0	2010.0	1782.0	420.0	4151.0	5151.0	4017.0	952.0	6658.0	2923.0	3448.0	2145.0	3655.0	925.0	1399.0	1932.0	724.0	1796.0	1390.0	3745.0	929.0	5356.0	4288.0	1017.0	5908.0	7418.0	6657.0	3941.0	4379.0	166.0	492.0	654.0	2142.0	94328.3
SBL_0051566	1089.0	968.0	2665.0	2348.0	653.0	4666.0	5921.0	4304.0	1629.0	7381.0	3547.0	4118.0	2244.0	3172.0	1258.0	1346.0	2030.0	631.0	1823.0	1749.0	5866.0	1410.0	6038.0	4622.0	1105.0	6774.0	8573.0	7908.0	4912.0	5550.0	176.0	561.0	558.0	2695.0	110291.0
SBL_0051567	1201.0	739.0	2345.0	1517.0	495.0	3462.0	5716.0	4184.0	1065.0	5639.0	2844.0	3457.0	2181.0	3710.0	825.0	1280.0	1346.0	668.0	1110.0	1500.0	4470.0	1308.0	5202.0	4703.0	1012.0	6483.0	8196.0	5994.0	4148.0	4249.0	223.0	613.0	403.0	2300.0	94590.0
SBL_0051568	1212.0	596.0	2097.0	1430.0	317.0	3904.0	5236.0	3858.0	1163.0	5920.0	3548.0	3191.0	2163.0	2740.0	686.0	1793.0	1993.0	803.0	1181.0	1533.0	5229.0	1422.0	5460.0	4780.0	909.0	6291.0	8243.0	7448.0	4484.0	4400.0	233.0	517.0	490.0	2606.0	97876.8
SBL_0051569	1085.0	733.0	3044.0	2048.0	354.0	4116.0	6143.0	4799.0	1251.0	6611.0	3009.0	3908.0	2207.0	3569.0	850.0	1397.0	1822.0	749.0	1679.0	1796.0	5069.0	1585.0	4965.0	5384.0	1232.0	6233.0	8203.0	7205.0	3974.0	5461.0	233.0	506.0	559.0	2567.0	104347.0
SBL_0051570	1029.0	615.0	2683.0	1720.0	319.0	3814.0	5266.0	3528.0	1106.0	6161.0	2954.0	3410.0	1816.0	3234.0	956.0	1725.0	1924.0	742.0	1387.0	1670.0	5497.0	1199.0	5850.0	4177.0	967.0	7005.0	8414.0	5943.0	4091.0	4522.0	272.0	452.0	641.0	2745.0	97838.0
SBL_0051571	1375.0	642.0	2588.0	1541.0	582.0	4285.0	7413.0	5373.0	1473.0	6513.0	3334.0	4106.0	2219.0	4049.0	914.0	1729.0	2240.0	676.0	1556.0	1477.0	5022.0	1365.0	5343.0	4831.0	1021.0	7026.0	9016.0	6973.0	4331.0	5265.0	205.0	594.0	457.0	2551.0	108086.0
SBL_0051572	1092.0	704.0	2708.0	1977.0	305.0	3992.0	4517.0	4097.0	1142.0	6378.0	2959.0	3859.0	2485.0	3826.0	771.0	1407.0	1787.0	718.0	1513.0	2086.0	4976.0	1173.0	5971.0	4562.0	977.0	6422.0	8610.0	6066.0	4827.0	4201.0	262.0	553.0	464.0	2296.0	99681.8
SBL_0051573	1406.0	851.0	2354.0	1754.0	597.0	3477.0	5739.0	4429.0	1060.0	6642.0	3115.0	3684.0	2125.0	3839.0	950.0	1356.0	2247.0	685.0	1480.0	1672.0	4805.0	1224.0	4781.0	4879.0	941.0	6363.0	8377.0	6079.0	4159.0	4624.0	205.0	606.0	512.0	2554.0	99570.8
SBL_0051574	1666.0	664.0	2153.0	1704.0	359.0	4099.0	5340.0	3088.0	979.0	5377.0	3053.0	3281.0	2088.0	3545.0	854.0	1211.0	1706.0	731.0	1310.0	1584.0	4727.0	1311.0	5318.0	3893.0	1025.0	6223.0	7760.0	5609.0	4182.0	4128.0	152.0	537.0	498.0	2194.0	92352.4
SBL_0051575	1290.0	787.0	2435.0	2019.0	492.0	4475.0	6707.0	4185.0	1384.0	7847.0	3685.0	4290.0	2588.0	3741.0	888.0	1491.0	1659.0	812.0	1645.0	1845.0	5317.0	1356.0	5508.0	5436.0	1134.0	7165.0	10069.0	7140.0	4783.0	4969.0	302.0	532.0	578.0	2692.0	111245.0
SBL_0051576	1083.0	698.0	2032.0	2051.0	647.0	3666.0	4928.0	3914.0	1045.0	6589.0	3331.0	3633.0	2357.0	3868.0	978.0	1535.0	2123.0	736.0	1752.0	1732.0	4718.0	1430.0	5444.0	4521.0	835.0	7803.0	7989.0	6546.0	4098.0	4421.0	259.0	489.0	460.0	2514.0	100226.0
SBL_0051577	1382.0	718.0	2838.0	1709.0	392.0	4054.0	5705.0	3876.0	1345.0	6512.0	2973.0	3204.0	2735.0	3613.0	924.0	1520.0	1838.0	688.0	1322.0	1460.0	4801.0	1487.0	5619.0	4738.0	1231.0	7396.0	8935.0	6845.0	4468.0	5053.0	278.0	605.0	518.0	2314.0	103099.0
SBL_0051578	1293.0	1021.0	1888.0	1904.0	719.0	4463.0	5879.0	4015.0	1136.0	6881.0	3197.0	4172.0	1872.0	4184.0	1076.0	1664.0	1489.0	762.0	1392.0	1845.0	6153.0	1162.0	5934.0	4989.0	1154.0	7926.0	8912.0	7308.0	4773.0	4483.0	280.0	595.0	641.0	2946.0	108107.0
SBL_0051579	1213.0	681.0	2408.0	1447.0	609.0	3929.0	5640.0	4444.0	1110.0	6206.0	3497.0	3401.0	2206.0	3841.0	941.0	1354.0	1944.0	834.0	1922.0	1285.0	4814.0	1301.0	5820.0	3949.0	979.0	6601.0	7184.0	5984.0	4476.0	4013.0	257.0	510.0	707.0	2529.0	98038.5
SBL_0051580	1414.0	614.0	2055.0	1690.0	504.0	4939.0	6316.0	4032.0	1047.0	6278.0	3165.0	3864.0	2246.0	3689.0	936.0	1362.0	1392.0	725.0	1165.0	1640.0	5455.0	1160.0	5851.0	4366.0	1050.0	6621.0	9159.0	6118.0	4618.0	4514.0	217.0	480.0	632.0	2211.0	101526.0
SBL_0051581	1062.0	631.0	2245.0	1494.0	458.0	3306.0	4283.0	3547.0	1088.0	5547.0	2208.0	2628.0	1834.0	3265.0	534.0	1535.0	1684.0	732.0	1551.0	1533.0	3915.0	1318.0	4765.0	3751.0	635.0	5991.0	6862.0	4821.0	3651.0	4593.0	198.0	465.0	387.0	2283.0	84799.6
SBL_0051582	1291.0	631.0	2194.0	1392.0	403.0	3504.0	5583.0	3523.0	971.0	5521.0	2765.0	3316.0	2729.0	3491.0	852.0	1880.0	2192.0	774.0	1494.0	1317.0	4844.0	1262.0	5737.0	4453.0	1038.0	6792.0	8909.0	5434.0	4255.0	4592.0	278.0	492.0	502.0	2415.0	96824.9
SBL_0051583	1080.0	922.0	2815.0	1743.0	541.0	4152.0	6338.0	4170.0	1391.0	6353.0	3342.0	4198.0	2271.0	3895.0	987.0	1494.0	1646.0	738.0	1499.0	1692.0	5836.0	1337.0	6214.0	5132.0	1203.0	7636.0	8282.0	7482.0	3613.0	5170.0	277.0	519.0	381.0	2719.0	107067.0
