lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area
SDSU_0050214	929.0	1133.0	896.0	1239.0	496.0	1630.0	873.0	952.0	444.0	228.0	1731.0	904.0	222.0	773.0	3548.0	5229.0	251.0	384.0	1448.0	1111.0	1210.0	2359.0	855.0	1793.0	1643.0	1975.0	1907.0	1550.0	1723.0	2196.0	836.0	403.0	313.0	1310.0	391.0	958.0	2344.0	2297.0	224.0	189.0	889.0	1540.0	1436.0	2004.0	2156.0	859.0	260.0	984.0	1281.0	594.0	379.0	1746.0	1208.0	2153.0	118.0	1812.0	598.0	1031.0	767.0	670.0	1791.0	207.0	646.0	944.0	1495.0	713.0	1778.0	1058.0	968.0	280.0	918.0	1161.0	4507.0	252.0	90099.3
SDSU_0050215	873.0	1504.0	1043.0	1173.0	393.0	1683.0	1079.0	1063.0	274.0	201.0	1126.0	847.0	195.0	672.0	2906.0	5834.0	242.0	347.0	1311.0	1032.0	1622.0	1913.0	953.0	1717.0	1707.0	2137.0	1800.0	1513.0	1834.0	1903.0	739.0	259.0	296.0	1233.0	581.0	506.0	1909.0	2095.0	179.0	167.0	660.0	1578.0	1241.0	1725.0	2089.0	933.0	307.0	777.0	1038.0	880.0	304.0	1198.0	1321.0	1848.0	363.0	2221.0	945.0	774.0	513.0	738.0	1373.0	182.0	536.0	1149.0	1400.0	686.0	1991.0	1186.0	1249.0	358.0	693.0	1360.0	3816.0	230.0	86523.2
SDSU_0050216	879.0	1188.0	1088.0	1114.0	451.0	1844.0	970.0	888.0	374.0	237.0	1462.0	929.0	181.0	810.0	2655.0	4805.0	213.0	432.0	1217.0	1029.0	1482.0	1862.0	787.0	1662.0	1420.0	1646.0	2308.0	1666.0	2037.0	1766.0	596.0	69.0	459.0	1243.0	424.0	603.0	1813.0	1845.0	201.0	229.0	708.0	1547.0	1070.0	2052.0	2310.0	782.0	280.0	824.0	981.0	557.0	348.0	1539.0	692.0	1896.0	124.0	2071.0	777.0	820.0	385.0	790.0	1601.0	222.0	324.0	685.0	1370.0	578.0	1995.0	1060.0	819.0	390.0	590.0	1126.0	3605.0	195.0	81994.5
SDSU_0050217	681.0	948.0	1196.0	1141.0	512.0	1560.0	1080.0	1131.0	232.0	179.0	1456.0	1085.0	177.0	676.0	3224.0	5122.0	248.0	365.0	1465.0	1130.0	1320.0	2029.0	620.0	1624.0	2064.0	2588.0	1961.0	1784.0	2218.0	1788.0	654.0	201.0	292.0	1584.0	526.0	799.0	2062.0	2066.0	200.0	73.0	772.0	1360.0	1258.0	1168.0	2149.0	640.0	292.0	869.0	1348.0	432.0	252.0	1384.0	961.0	1418.0	481.0	2202.0	425.0	847.0	516.0	964.0	1663.0	167.0	527.0	822.0	1606.0	779.0	2161.0	860.0	537.0	508.0	374.0	853.0	4050.0	277.0	84985.6
Stanford_0051160	548.0	1221.0	1094.0	672.0	541.0	1040.0	637.0	681.0	271.0	345.0	1156.0	621.0	141.0	626.0	2432.0	3883.0	216.0	309.0	861.0	696.0	863.0	1795.0	740.0	1183.0	1270.0	2221.0	1800.0	990.0	1157.0	1501.0	567.0	221.0	236.0	888.0	133.0	503.0	1523.0	1960.0	159.0	95.0	789.0	1054.0	675.0	1718.0	1267.0	681.0	263.0	565.0	1080.0	481.0	175.0	912.0	891.0	1424.0	241.0	1699.0	431.0	502.0	499.0	291.0	1114.0	115.0	416.0	399.0	1366.0	630.0	1137.0	819.0	554.0	334.0	494.0	929.0	2331.0	91.0	64163.6
Stanford_0051161	697.0	1570.0	957.0	941.0	428.0	1615.0	1100.0	905.0	475.0	142.0	1349.0	1091.0	264.0	564.0	3103.0	4621.0	308.0	431.0	1574.0	1142.0	1259.0	1934.0	845.0	1638.0	1884.0	2331.0	2084.0	1475.0	1670.0	1844.0	664.0	321.0	320.0	1281.0	325.0	1020.0	1507.0	1478.0	186.0	115.0	1043.0	1467.0	1011.0	1580.0	1288.0	690.0	335.0	769.0	1357.0	414.0	276.0	1077.0	878.0	2039.0	213.0	1996.0	562.0	793.0	627.0	778.0	1734.0	299.0	476.0	761.0	1388.0	984.0	1397.0	682.0	953.0	470.0	1028.0	503.0	3272.0	246.0	80841.0
Stanford_0051162	760.0	1289.0	894.0	867.0	300.0	1477.0	907.0	659.0	335.0	191.0	496.0	924.0	152.0	907.0	2706.0	4032.0	208.0	235.0	1069.0	725.0	779.0	1575.0	562.0	1250.0	1664.0	1765.0	1571.0	1169.0	1781.0	1799.0	660.0	55.0	283.0	1006.0	122.0	470.0	1369.0	1657.0	164.0	134.0	639.0	1406.0	691.0	1317.0	1741.0	708.0	232.0	585.0	1136.0	262.0	144.0	1474.0	880.0	1620.0	261.0	1992.0	706.0	789.0	173.0	363.0	1160.0	213.0	270.0	566.0	702.0	744.0	1121.0	863.0	585.0	258.0	680.0	980.0	2429.0	196.0	66857.2
Stanford_0051163	984.0	1701.0	1209.0	980.0	715.0	1989.0	1147.0	986.0	373.0	317.0	1695.0	907.0	170.0	1085.0	3469.0	5348.0	360.0	440.0	1970.0	1129.0	1654.0	2085.0	783.0	1799.0	2424.0	1943.0	2199.0	1674.0	2031.0	2466.0	763.0	542.0	307.0	1402.0	313.0	601.0	1794.0	1994.0	320.0	204.0	749.0	1940.0	1174.0	2094.0	1970.0	905.0	403.0	918.0	1290.0	678.0	408.0	2264.0	1285.0	1765.0	525.0	2016.0	903.0	1048.0	624.0	623.0	1765.0	414.0	643.0	755.0	1683.0	1043.0	2385.0	894.0	1087.0	507.0	929.0	950.0	3742.0	194.0	94842.7
Stanford_0051164	632.0	869.0	1162.0	763.0	370.0	1444.0	824.0	753.0	368.0	245.0	1336.0	687.0	214.0	772.0	2645.0	4396.0	228.0	353.0	1014.0	898.0	936.0	1798.0	630.0	1269.0	1312.0	1762.0	2207.0	1217.0	1429.0	1754.0	684.0	46.0	250.0	1003.0	89.0	399.0	1798.0	1462.0	186.0	157.0	680.0	1382.0	742.0	1400.0	1513.0	719.0	282.0	717.0	1054.0	509.0	149.0	1282.0	786.0	1525.0	162.0	1888.0	512.0	602.0	406.0	402.0	1346.0	156.0	338.0	634.0	1148.0	522.0	1230.0	673.0	828.0	322.0	981.0	749.0	2272.0	184.0	68452.2
Stanford_0051165	588.0	1013.0	1612.0	999.0	601.0	1167.0	706.0	1124.0	349.0	156.0	1307.0	629.0	179.0	473.0	2144.0	4252.0	292.0	332.0	1516.0	1092.0	925.0	2434.0	810.0	1047.0	1453.0	2157.0	1486.0	1382.0	1445.0	1446.0	597.0	221.0	320.0	974.0	203.0	419.0	1004.0	1314.0	161.0	123.0	735.0	1213.0	913.0	1605.0	1021.0	754.0	207.0	671.0	1213.0	576.0	356.0	727.0	683.0	1386.0	358.0	1303.0	638.0	654.0	407.0	337.0	1862.0	109.0	440.0	391.0	536.0	648.0	1315.0	525.0	658.0	371.0	566.0	377.0	2881.0	148.0	67029.9
Stanford_0051166	419.0	791.0	885.0	599.0	482.0	1404.0	715.0	713.0	244.0	138.0	1341.0	692.0	175.0	334.0	2202.0	3790.0	190.0	196.0	794.0	903.0	984.0	1510.0	760.0	890.0	1268.0	1644.0	1355.0	792.0	1336.0	1173.0	617.0	138.0	183.0	747.0	126.0	387.0	1926.0	2094.0	73.0	47.0	568.0	910.0	449.0	1085.0	911.0	830.0	106.0	406.0	812.0	326.0	257.0	908.0	479.0	1167.0	265.0	1454.0	358.0	768.0	548.0	507.0	1151.0	173.0	302.0	340.0	497.0	648.0	1334.0	608.0	684.0	351.0	431.0	571.0	2761.0	60.0	58080.1
Stanford_0051167	740.0	1154.0	1314.0	955.0	361.0	1795.0	956.0	1051.0	297.0	126.0	1607.0	1024.0	161.0	695.0	3769.0	4951.0	295.0	350.0	1430.0	1315.0	1021.0	1949.0	780.0	1914.0	1536.0	2178.0	2355.0	1542.0	2075.0	2155.0	733.0	173.0	321.0	1159.0	393.0	701.0	1956.0	1596.0	166.0	187.0	900.0	1455.0	1004.0	1643.0	2235.0	898.0	376.0	724.0	1301.0	547.0	331.0	1388.0	1242.0	2157.0	114.0	2230.0	602.0	908.0	445.0	537.0	1842.0	242.0	466.0	1123.0	1633.0	1073.0	1372.0	863.0	1193.0	384.0	701.0	932.0	2678.0	273.0	85048.8
Stanford_0051168	975.0	1113.0	1275.0	1165.0	441.0	2151.0	1086.0	1108.0	403.0	206.0	1239.0	953.0	372.0	863.0	3772.0	4776.0	415.0	551.0	1699.0	1014.0	1434.0	1651.0	849.0	1928.0	1846.0	2055.0	1815.0	1682.0	2038.0	2352.0	742.0	288.0	345.0	1497.0	564.0	640.0	2007.0	1782.0	229.0	149.0	837.0	1783.0	1171.0	1388.0	1970.0	1019.0	484.0	785.0	1409.0	772.0	244.0	1658.0	1320.0	2281.0	280.0	2401.0	906.0	1028.0	365.0	743.0	1316.0	278.0	513.0	972.0	1303.0	1054.0	1645.0	1251.0	946.0	387.0	668.0	718.0	3410.0	194.0	88964.5
Stanford_0051169	497.0	1074.0	952.0	1211.0	605.0	1585.0	1081.0	748.0	420.0	204.0	1296.0	1012.0	185.0	736.0	2807.0	3714.0	275.0	434.0	1320.0	884.0	735.0	2513.0	733.0	1761.0	1065.0	2279.0	2060.0	1458.0	1592.0	2082.0	656.0	218.0	549.0	1425.0	354.0	887.0	1439.0	1490.0	171.0	163.0	930.0	1502.0	1198.0	1555.0	1322.0	692.0	261.0	844.0	1345.0	500.0	406.0	1172.0	881.0	1480.0	123.0	1319.0	805.0	646.0	353.0	329.0	1852.0	204.0	580.0	683.0	1383.0	800.0	1669.0	849.0	666.0	344.0	771.0	795.0	3313.0	312.0	76551.7
Stanford_0051170	503.0	879.0	856.0	803.0	332.0	1063.0	702.0	790.0	262.0	219.0	1270.0	766.0	167.0	585.0	1980.0	3428.0	249.0	247.0	1005.0	972.0	995.0	2127.0	1565.0	965.0	1286.0	1702.0	1384.0	1225.0	1395.0	1552.0	447.0	24.0	390.0	1308.0	98.0	568.0	749.0	1239.0	119.0	81.0	754.0	1415.0	496.0	1780.0	1418.0	608.0	193.0	640.0	861.0	344.0	241.0	870.0	901.0	1351.0	245.0	1472.0	745.0	476.0	487.0	361.0	1372.0	177.0	155.0	403.0	1034.0	625.0	1420.0	723.0	530.0	309.0	534.0	546.0	2460.0	202.0	62449.1
Stanford_0051171	801.0	952.0	1190.0	1131.0	457.0	1427.0	846.0	867.0	360.0	162.0	1500.0	702.0	301.0	994.0	2162.0	4543.0	251.0	367.0	1405.0	1206.0	1039.0	2123.0	719.0	1615.0	1597.0	2649.0	2182.0	1377.0	1500.0	1922.0	796.0	155.0	409.0	1279.0	309.0	713.0	1904.0	1666.0	187.0	180.0	1006.0	1658.0	1172.0	1554.0	1625.0	754.0	351.0	797.0	1165.0	611.0	331.0	1141.0	896.0	1619.0	387.0	2244.0	785.0	983.0	351.0	764.0	1510.0	251.0	345.0	884.0	1283.0	824.0	1532.0	712.0	717.0	337.0	621.0	897.0	2822.0	247.0	79120.4
Stanford_0051172	730.0	1353.0	1067.0	904.0	374.0	1479.0	831.0	722.0	348.0	330.0	1425.0	1300.0	160.0	666.0	3405.0	5127.0	268.0	418.0	1379.0	1233.0	1154.0	1964.0	946.0	1652.0	1443.0	2557.0	1574.0	1555.0	1714.0	1696.0	793.0	236.0	347.0	1559.0	129.0	647.0	1631.0	1776.0	207.0	148.0	1017.0	1680.0	847.0	1393.0	1591.0	791.0	380.0	823.0	1271.0	632.0	392.0	1480.0	1036.0	2090.0	154.0	1849.0	1002.0	703.0	679.0	562.0	1551.0	230.0	642.0	1004.0	1614.0	706.0	1471.0	992.0	688.0	588.0	758.0	791.0	3464.0	290.0	82414.8
Stanford_0051173	612.0	807.0	916.0	927.0	373.0	1295.0	776.0	793.0	437.0	210.0	1038.0	955.0	202.0	416.0	1684.0	3338.0	245.0	367.0	1264.0	982.0	1175.0	1794.0	772.0	1083.0	1706.0	1691.0	1257.0	1647.0	1542.0	1612.0	547.0	106.0	310.0	1166.0	199.0	536.0	1896.0	1557.0	175.0	108.0	818.0	1013.0	1109.0	1250.0	1546.0	593.0	255.0	529.0	1075.0	636.0	223.0	1261.0	458.0	866.0	188.0	1447.0	418.0	771.0	418.0	383.0	1280.0	150.0	333.0	526.0	831.0	803.0	1663.0	1084.0	357.0	428.0	612.0	975.0	2947.0	181.0	65944.1
Stanford_0051174	332.0	441.0	952.0	928.0	328.0	674.0	603.0	834.0	176.0	99.0	1185.0	774.0	137.0	513.0	1393.0	2884.0	251.0	253.0	852.0	907.0	540.0	606.0	510.0	811.0	1199.0	1620.0	959.0	934.0	1201.0	1072.0	396.0	164.0	256.0	994.0	129.0	448.0	1050.0	1328.0	137.0	88.0	736.0	714.0	578.0	785.0	1080.0	496.0	278.0	664.0	1103.0	165.0	63.0	921.0	115.0	615.0	133.0	1132.0	303.0	396.0	237.0	239.0	817.0	124.0	297.0	258.0	859.0	255.0	714.0	415.0	383.0	232.0	303.0	311.0	2715.0	210.0	47601.6
Stanford_0051175	533.0	940.0	1007.0	1098.0	306.0	1204.0	633.0	793.0	405.0	248.0	877.0	1016.0	133.0	621.0	1435.0	3984.0	244.0	484.0	1160.0	629.0	874.0	1843.0	934.0	951.0	1473.0	1876.0	1343.0	1385.0	1302.0	1724.0	466.0	107.0	366.0	1146.0	323.0	514.0	1269.0	1611.0	185.0	169.0	712.0	1284.0	829.0	801.0	1263.0	627.0	402.0	628.0	1071.0	412.0	153.0	1095.0	588.0	1173.0	115.0	1230.0	561.0	446.0	590.0	381.0	1514.0	125.0	265.0	472.0	758.0	729.0	1725.0	731.0	564.0	409.0	674.0	465.0	2737.0	154.0	63295.0
Stanford_0051177	753.0	1268.0	1439.0	1101.0	388.0	1676.0	1132.0	1156.0	461.0	367.0	1320.0	979.0	285.0	766.0	3336.0	4427.0	318.0	337.0	1452.0	1115.0	1394.0	2384.0	834.0	1808.0	1572.0	2858.0	1614.0	1598.0	1529.0	1833.0	541.0	257.0	284.0	1324.0	308.0	1111.0	2100.0	2016.0	225.0	181.0	1029.0	1312.0	1253.0	1735.0	1612.0	784.0	388.0	802.0	1245.0	546.0	321.0	1366.0	1131.0	1671.0	323.0	2116.0	633.0	602.0	739.0	795.0	1758.0	178.0	569.0	888.0	1501.0	993.0	1627.0	941.0	675.0	480.0	709.0	964.0	3193.0	253.0	84979.2
Stanford_0051178	562.0	1266.0	887.0	1199.0	457.0	1469.0	847.0	931.0	604.0	209.0	1152.0	917.0	223.0	486.0	2161.0	3837.0	356.0	660.0	1450.0	1144.0	1249.0	1801.0	896.0	1301.0	1724.0	1918.0	1805.0	1595.0	1554.0	1973.0	631.0	266.0	265.0	1265.0	554.0	567.0	1818.0	1856.0	164.0	130.0	778.0	1067.0	889.0	1443.0	1734.0	683.0	377.0	901.0	1180.0	655.0	288.0	1214.0	820.0	1479.0	175.0	1905.0	618.0	988.0	505.0	708.0	1708.0	120.0	416.0	448.0	1102.0	960.0	1779.0	924.0	719.0	373.0	963.0	680.0	3212.0	225.0	76182.5
Stanford_0051179	596.0	1089.0	932.0	1187.0	236.0	1328.0	912.0	796.0	444.0	267.0	1141.0	776.0	207.0	569.0	2512.0	4188.0	254.0	324.0	1042.0	1248.0	954.0	1840.0	871.0	1607.0	1661.0	2430.0	2045.0	1387.0	1557.0	1777.0	659.0	203.0	319.0	1276.0	285.0	659.0	1983.0	1539.0	299.0	224.0	924.0	1295.0	920.0	1302.0	1413.0	769.0	457.0	854.0	1288.0	622.0	374.0	1491.0	852.0	1744.0	190.0	2172.0	498.0	746.0	261.0	486.0	1454.0	225.0	388.0	968.0	1439.0	844.0	1632.0	1013.0	709.0	405.0	666.0	674.0	3473.0	172.0	76344.4
Stanford_0051180	809.0	930.0	1278.0	884.0	515.0	1613.0	732.0	1022.0	356.0	206.0	1000.0	812.0	203.0	568.0	2711.0	4229.0	256.0	331.0	1228.0	904.0	983.0	1832.0	734.0	1368.0	1348.0	1779.0	1776.0	1339.0	1887.0	1774.0	634.0	317.0	283.0	1071.0	193.0	497.0	1360.0	1157.0	188.0	95.0	828.0	1240.0	866.0	1147.0	1775.0	934.0	249.0	658.0	1108.0	457.0	306.0	1205.0	1097.0	1942.0	103.0	1888.0	615.0	894.0	213.0	463.0	1586.0	162.0	429.0	794.0	1120.0	863.0	1617.0	881.0	1028.0	446.0	671.0	384.0	2247.0	229.0	71645.7
Stanford_0051181	649.0	1564.0	1254.0	971.0	490.0	1833.0	1229.0	1090.0	401.0	329.0	939.0	961.0	244.0	797.0	2819.0	5023.0	260.0	354.0	1226.0	613.0	717.0	1984.0	589.0	1575.0	1285.0	2362.0	2314.0	1307.0	1603.0	1890.0	765.0	127.0	293.0	1310.0	289.0	525.0	1971.0	2790.0	169.0	222.0	785.0	1692.0	921.0	1599.0	1538.0	820.0	276.0	681.0	1214.0	678.0	222.0	1667.0	1052.0	1926.0	271.0	1594.0	492.0	525.0	339.0	920.0	1021.0	231.0	349.0	730.0	1180.0	860.0	1332.0	884.0	785.0	398.0	782.0	943.0	4145.0	238.0	80223.8
Stanford_0051182	865.0	1130.0	1410.0	1004.0	489.0	1282.0	812.0	926.0	348.0	179.0	1173.0	796.0	166.0	987.0	2668.0	4406.0	220.0	328.0	1110.0	958.0	1172.0	1887.0	637.0	1519.0	1241.0	1694.0	1697.0	1414.0	1540.0	1717.0	598.0	335.0	427.0	1125.0	173.0	573.0	835.0	1221.0	212.0	215.0	885.0	1331.0	629.0	1302.0	1572.0	726.0	316.0	636.0	1109.0	534.0	188.0	1427.0	715.0	1402.0	33.0	1506.0	624.0	644.0	624.0	441.0	1117.0	247.0	471.0	653.0	1046.0	687.0	1459.0	866.0	724.0	447.0	691.0	328.0	2659.0	246.0	69768.5
Stanford_0051183	526.0	1015.0	1005.0	855.0	358.0	1199.0	873.0	905.0	325.0	200.0	1179.0	807.0	97.0	755.0	2704.0	3787.0	282.0	420.0	1439.0	1007.0	1398.0	1683.0	789.0	1369.0	1314.0	2213.0	1682.0	1195.0	1444.0	1830.0	591.0	311.0	281.0	1113.0	213.0	711.0	1314.0	1354.0	160.0	134.0	925.0	1673.0	753.0	1471.0	1508.0	724.0	260.0	917.0	1136.0	632.0	152.0	1338.0	921.0	1633.0	57.0	2094.0	699.0	639.0	668.0	540.0	1310.0	206.0	410.0	613.0	1029.0	883.0	1417.0	699.0	621.0	325.0	648.0	813.0	2586.0	144.0	71274.4
Stanford_0051184	487.0	1509.0	1000.0	902.0	262.0	1335.0	794.0	995.0	396.0	237.0	1014.0	859.0	191.0	847.0	2890.0	3907.0	229.0	343.0	1733.0	1029.0	814.0	1638.0	837.0	1413.0	1777.0	1632.0	1747.0	1196.0	1610.0	1761.0	598.0	305.0	379.0	1194.0	134.0	483.0	1797.0	1591.0	255.0	151.0	726.0	1276.0	738.0	1745.0	2080.0	933.0	392.0	732.0	1069.0	547.0	147.0	1655.0	960.0	1763.0	103.0	1959.0	717.0	1008.0	651.0	374.0	1043.0	162.0	514.0	648.0	1169.0	843.0	1467.0	940.0	864.0	432.0	681.0	881.0	3096.0	245.0	74832.9
Stanford_0051185	624.0	789.0	961.0	969.0	497.0	1325.0	666.0	802.0	526.0	313.0	1405.0	795.0	67.0	484.0	3287.0	3778.0	266.0	339.0	1245.0	981.0	429.0	1792.0	565.0	1499.0	1597.0	1600.0	1490.0	1377.0	1680.0	1335.0	644.0	118.0	250.0	1264.0	146.0	671.0	1848.0	1287.0	156.0	100.0	754.0	1337.0	813.0	1864.0	1727.0	684.0	263.0	687.0	1169.0	380.0	80.0	1263.0	882.0	1846.0	304.0	1802.0	649.0	794.0	229.0	345.0	1018.0	154.0	385.0	642.0	1411.0	970.0	1156.0	1277.0	911.0	347.0	610.0	837.0	2460.0	181.0	70202.4
Stanford_0051186	550.0	861.0	871.0	1054.0	376.0	1235.0	697.0	747.0	279.0	205.0	1388.0	608.0	193.0	392.0	2326.0	4636.0	318.0	367.0	1146.0	878.0	1057.0	1749.0	1029.0	1132.0	1464.0	1459.0	1400.0	1435.0	1774.0	1807.0	472.0	184.0	222.0	1107.0	204.0	445.0	1237.0	1365.0	161.0	82.0	684.0	1557.0	542.0	1459.0	2201.0	686.0	249.0	693.0	986.0	430.0	242.0	954.0	701.0	1796.0	56.0	1344.0	775.0	565.0	486.0	510.0	1218.0	89.0	335.0	358.0	1261.0	587.0	1062.0	560.0	1005.0	321.0	866.0	360.0	3112.0	193.0	67153.5
Stanford_0051187	630.0	1232.0	925.0	985.0	399.0	1457.0	937.0	793.0	314.0	263.0	1173.0	832.0	173.0	773.0	2152.0	4661.0	243.0	447.0	1222.0	1084.0	993.0	2304.0	732.0	1574.0	1497.0	1804.0	1846.0	1136.0	1717.0	1955.0	664.0	321.0	294.0	1033.0	144.0	571.0	1359.0	1490.0	157.0	139.0	688.0	1320.0	639.0	1656.0	1329.0	787.0	296.0	615.0	1245.0	347.0	242.0	1241.0	582.0	1650.0	166.0	2096.0	423.0	803.0	598.0	272.0	1505.0	172.0	441.0	661.0	1320.0	944.0	1285.0	706.0	839.0	466.0	827.0	699.0	2880.0	197.0	72363.7
Stanford_0051188	753.0	841.0	811.0	826.0	418.0	1160.0	739.0	787.0	280.0	227.0	1374.0	737.0	202.0	544.0	1849.0	3814.0	202.0	354.0	1252.0	992.0	711.0	1916.0	613.0	1200.0	1670.0	1621.0	1442.0	1218.0	1356.0	1741.0	572.0	227.0	280.0	1110.0	234.0	611.0	1363.0	1236.0	188.0	130.0	723.0	1448.0	671.0	1626.0	1644.0	611.0	277.0	639.0	994.0	365.0	169.0	1155.0	774.0	1707.0	128.0	1952.0	461.0	785.0	592.0	370.0	1206.0	248.0	435.0	667.0	1066.0	789.0	1386.0	765.0	637.0	361.0	577.0	565.0	2528.0	178.0	66100.9
Stanford_0051189	733.0	1222.0	968.0	959.0	567.0	1533.0	1006.0	921.0	379.0	244.0	1425.0	906.0	232.0	830.0	3072.0	4068.0	278.0	340.0	1547.0	1476.0	1117.0	2155.0	790.0	1569.0	1493.0	1898.0	2205.0	1684.0	1942.0	2063.0	706.0	197.0	368.0	1202.0	300.0	652.0	1794.0	1553.0	206.0	166.0	847.0	1389.0	1067.0	1576.0	1908.0	758.0	445.0	815.0	1162.0	619.0	247.0	1605.0	822.0	1852.0	72.0	1907.0	899.0	919.0	619.0	672.0	1426.0	190.0	447.0	578.0	1199.0	911.0	1813.0	989.0	1007.0	446.0	714.0	802.0	2974.0	280.0	80743.6
Stanford_0051190	463.0	744.0	851.0	576.0	385.0	939.0	577.0	653.0	330.0	210.0	750.0	672.0	136.0	566.0	1798.0	3984.0	220.0	302.0	1003.0	752.0	587.0	1526.0	545.0	1221.0	1138.0	1374.0	1658.0	855.0	1551.0	1476.0	643.0	183.0	253.0	960.0	165.0	561.0	868.0	1938.0	138.0	133.0	470.0	1094.0	605.0	1258.0	927.0	706.0	267.0	484.0	919.0	350.0	188.0	1032.0	650.0	1360.0	119.0	1542.0	223.0	461.0	279.0	148.0	906.0	103.0	391.0	474.0	978.0	657.0	1097.0	604.0	636.0	281.0	626.0	955.0	2130.0	99.0	56701.7
Stanford_0051191	445.0	798.0	847.0	569.0	251.0	882.0	729.0	673.0	210.0	187.0	902.0	597.0	94.0	467.0	1639.0	3225.0	227.0	264.0	817.0	737.0	439.0	1169.0	432.0	1015.0	688.0	1049.0	1283.0	791.0	1112.0	1481.0	524.0	236.0	215.0	1092.0	86.0	327.0	726.0	1258.0	122.0	128.0	538.0	1238.0	542.0	1103.0	896.0	720.0	230.0	705.0	850.0	170.0	153.0	928.0	471.0	1243.0	86.0	1112.0	290.0	330.0	265.0	136.0	746.0	144.0	325.0	314.0	1085.0	524.0	706.0	736.0	476.0	352.0	542.0	543.0	2171.0	86.0	49489.1
Stanford_0051192	633.0	961.0	1036.0	928.0	304.0	1202.0	790.0	892.0	278.0	124.0	728.0	793.0	198.0	680.0	2222.0	3875.0	249.0	297.0	1383.0	744.0	870.0	1311.0	664.0	1401.0	1552.0	1675.0	1658.0	1444.0	1463.0	1700.0	623.0	73.0	365.0	1195.0	135.0	529.0	1285.0	1354.0	164.0	111.0	761.0	1380.0	858.0	1145.0	1513.0	688.0	308.0	849.0	1058.0	435.0	213.0	1605.0	573.0	1802.0	171.0	1582.0	548.0	625.0	178.0	292.0	1501.0	115.0	291.0	690.0	895.0	793.0	1294.0	965.0	671.0	488.0	585.0	300.0	2612.0	211.0	65885.8
Stanford_0051193	769.0	900.0	1177.0	925.0	516.0	1857.0	1144.0	736.0	308.0	211.0	2011.0	975.0	150.0	784.0	2473.0	4366.0	261.0	334.0	1176.0	1190.0	1107.0	1985.0	756.0	1406.0	1631.0	1328.0	1978.0	1706.0	1587.0	1772.0	666.0	294.0	308.0	992.0	216.0	563.0	1572.0	2210.0	148.0	177.0	750.0	1450.0	876.0	2173.0	1659.0	846.0	354.0	650.0	1068.0	618.0	137.0	1174.0	843.0	1391.0	129.0	1403.0	490.0	905.0	507.0	320.0	1757.0	130.0	574.0	634.0	1309.0	622.0	1723.0	697.0	764.0	414.0	760.0	680.0	4114.0	187.0	76777.1
