rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area
Pitt_0050025	467.0	653.0	630.0	806.0	590.0	1506.0	848.0	980.0	335.0	153.0	816.0	678.0	234.0	961.0	2123.0	3309.0	280.0	347.0	1393.0	1044.0	1227.0	1770.0	845.0	1496.0	1419.0	1470.0	1645.0	1010.0	1189.0	2221.0	535.0	234.0	167.0	989.0	438.0	536.0	1563.0	1669.0	348.0	185.0	864.0	1879.0	961.0	1141.0	1660.0	1448.0	360.0	662.0	887.0	568.0	433.0	1375.0	1401.0	1211.0	288.0	2161.0	761.0	815.0	600.0	683.0	1356.0	282.0	612.0	735.0	813.0	808.0	1189.0	646.0	736.0	171.0	1357.0	788.0	3578.0	158.0	72495.8
Pitt_0050026	790.0	1118.0	1311.0	1318.0	1102.0	2101.0	1357.0	1445.0	442.0	185.0	1784.0	1080.0	237.0	785.0	3274.0	5273.0	389.0	568.0	1994.0	1112.0	1391.0	2138.0	1030.0	2004.0	2055.0	2151.0	1962.0	1862.0	2098.0	1982.0	697.0	289.0	275.0	1342.0	497.0	556.0	1949.0	2418.0	228.0	100.0	1204.0	2202.0	1367.0	1581.0	2345.0	1038.0	351.0	957.0	1169.0	657.0	552.0	1566.0	1276.0	2149.0	250.0	2211.0	927.0	1146.0	633.0	782.0	1431.0	266.0	748.0	1014.0	1986.0	1092.0	1999.0	1662.0	914.0	223.0	1045.0	1170.0	4920.0	204.0	97724.7
Pitt_0050027	682.0	460.0	906.0	812.0	565.0	1513.0	913.0	699.0	252.0	196.0	1433.0	733.0	225.0	766.0	2120.0	4109.0	271.0	331.0	1380.0	1118.0	1480.0	2257.0	1083.0	1599.0	1768.0	1558.0	1510.0	1277.0	1597.0	1760.0	419.0	276.0	224.0	1073.0	355.0	402.0	1497.0	1760.0	267.0	131.0	848.0	1486.0	1026.0	1826.0	1870.0	712.0	414.0	726.0	745.0	680.0	237.0	1650.0	1214.0	1341.0	268.0	2085.0	603.0	1255.0	353.0	955.0	1375.0	362.0	520.0	922.0	1068.0	950.0	1475.0	989.0	813.0	238.0	708.0	804.0	3418.0	229.0	75943.8
Pitt_0050028	775.0	937.0	1386.0	1087.0	991.0	2315.0	1046.0	1389.0	358.0	276.0	1522.0	1090.0	277.0	737.0	3734.0	5899.0	384.0	395.0	2009.0	1259.0	1458.0	2145.0	936.0	1917.0	2524.0	2158.0	2341.0	1686.0	2079.0	2396.0	621.0	412.0	310.0	1499.0	719.0	624.0	2234.0	2710.0	296.0	156.0	1017.0	2401.0	1332.0	1580.0	2202.0	1485.0	449.0	880.0	1190.0	827.0	218.0	1856.0	1985.0	2551.0	452.0	2821.0	771.0	1155.0	451.0	849.0	1334.0	472.0	716.0	1200.0	1534.0	1100.0	2073.0	1576.0	1308.0	263.0	1229.0	1336.0	6021.0	265.0	103989.0
Pitt_0050029	964.0	935.0	993.0	949.0	916.0	2401.0	954.0	1146.0	453.0	203.0	1755.0	871.0	301.0	961.0	3492.0	6000.0	372.0	450.0	1567.0	1505.0	1432.0	2019.0	910.0	2185.0	2672.0	2169.0	2350.0	1757.0	1963.0	2550.0	580.0	480.0	362.0	1332.0	460.0	663.0	2082.0	2296.0	355.0	261.0	1143.0	2252.0	1303.0	2298.0	2310.0	1307.0	550.0	1028.0	1260.0	854.0	418.0	1419.0	1824.0	2235.0	307.0	2615.0	917.0	1311.0	598.0	835.0	1408.0	404.0	582.0	1139.0	1451.0	1057.0	1992.0	1487.0	1223.0	257.0	1208.0	1047.0	5085.0	328.0	101516.0
Pitt_0050030	723.0	1076.0	793.0	827.0	1022.0	2183.0	1164.0	1126.0	333.0	240.0	1596.0	747.0	276.0	846.0	3358.0	4435.0	326.0	478.0	1711.0	1584.0	1340.0	2329.0	1138.0	1705.0	2662.0	1998.0	2175.0	1418.0	1918.0	1655.0	597.0	176.0	320.0	1312.0	509.0	654.0	1771.0	2262.0	350.0	191.0	927.0	2411.0	1116.0	2151.0	2247.0	968.0	449.0	857.0	1156.0	783.0	367.0	1419.0	1881.0	2041.0	540.0	2559.0	547.0	971.0	408.0	807.0	1639.0	304.0	587.0	1002.0	1331.0	950.0	1919.0	1508.0	869.0	287.0	871.0	1133.0	4870.0	170.0	93367.1
Pitt_0050031	765.0	940.0	985.0	1049.0	735.0	2183.0	1212.0	1161.0	563.0	216.0	1347.0	695.0	275.0	754.0	3624.0	4267.0	373.0	452.0	1217.0	1265.0	1096.0	2213.0	1063.0	2050.0	2047.0	2132.0	1852.0	1566.0	1917.0	1826.0	539.0	165.0	309.0	1093.0	722.0	577.0	2074.0	2019.0	277.0	174.0	1092.0	2008.0	1401.0	1951.0	2128.0	809.0	439.0	762.0	1106.0	709.0	383.0	1840.0	1349.0	1746.0	240.0	2333.0	696.0	1312.0	610.0	768.0	1181.0	278.0	508.0	987.0	1496.0	1364.0	1767.0	1205.0	974.0	303.0	1092.0	1050.0	4330.0	184.0	90191.7
Pitt_0050032	839.0	1065.0	846.0	1155.0	791.0	2102.0	1308.0	1222.0	507.0	242.0	1568.0	1030.0	277.0	754.0	3460.0	4847.0	388.0	423.0	1722.0	1458.0	1607.0	2054.0	928.0	2072.0	1976.0	2170.0	1797.0	1535.0	2266.0	2019.0	544.0	260.0	378.0	1542.0	451.0	604.0	1698.0	2529.0	290.0	190.0	1262.0	2398.0	1281.0	2009.0	2115.0	1135.0	500.0	926.0	1226.0	702.0	500.0	1361.0	1409.0	2224.0	326.0	2749.0	470.0	1481.0	463.0	563.0	1687.0	336.0	572.0	1058.0	1728.0	1437.0	1919.0	1421.0	1550.0	280.0	950.0	1220.0	4832.0	164.0	97164.7
Pitt_0050033	727.0	956.0	930.0	1088.0	874.0	1955.0	1175.0	1044.0	511.0	204.0	1519.0	874.0	217.0	878.0	3610.0	4508.0	329.0	428.0	1405.0	1270.0	1395.0	1871.0	705.0	1859.0	2670.0	1683.0	2196.0	1481.0	2128.0	2348.0	587.0	362.0	281.0	1326.0	439.0	453.0	1718.0	2301.0	339.0	206.0	951.0	2170.0	1307.0	1683.0	2119.0	1096.0	353.0	822.0	1012.0	577.0	229.0	1414.0	1810.0	2048.0	81.0	2513.0	494.0	1164.0	435.0	628.0	1767.0	407.0	603.0	999.0	1492.0	1116.0	1454.0	1022.0	1221.0	324.0	734.0	880.0	4439.0	232.0	90448.7
Pitt_0050034	847.0	911.0	1098.0	953.0	886.0	2142.0	1183.0	1191.0	418.0	218.0	1720.0	936.0	314.0	873.0	3271.0	5031.0	488.0	511.0	1677.0	1338.0	1720.0	2120.0	883.0	1847.0	2564.0	2268.0	2571.0	1460.0	1786.0	2182.0	602.0	243.0	252.0	1286.0	607.0	524.0	1760.0	2150.0	464.0	242.0	1038.0	2212.0	1215.0	2019.0	2073.0	1022.0	395.0	773.0	1087.0	613.0	398.0	1532.0	1628.0	2270.0	451.0	2084.0	854.0	1102.0	414.0	906.0	1981.0	301.0	724.0	910.0	1479.0	1343.0	2005.0	1371.0	711.0	159.0	1076.0	823.0	4450.0	153.0	95108.5
Pitt_0050035	702.0	946.0	732.0	695.0	830.0	2121.0	967.0	1055.0	407.0	145.0	1757.0	759.0	283.0	772.0	3227.0	4733.0	362.0	485.0	1745.0	1133.0	1112.0	1717.0	1119.0	1751.0	2064.0	1855.0	2058.0	1308.0	2104.0	1561.0	537.0	261.0	265.0	1262.0	546.0	445.0	2106.0	2383.0	316.0	152.0	862.0	2233.0	1392.0	1517.0	2227.0	780.0	405.0	745.0	828.0	898.0	373.0	1450.0	1546.0	1982.0	522.0	2735.0	959.0	1000.0	665.0	657.0	1285.0	392.0	501.0	980.0	1702.0	1087.0	1764.0	1015.0	1503.0	134.0	687.0	1258.0	4169.0	210.0	89237.5
Pitt_0050036	639.0	663.0	922.0	915.0	708.0	1664.0	1188.0	1041.0	327.0	243.0	1378.0	955.0	278.0	745.0	3165.0	4555.0	326.0	394.0	1202.0	1416.0	1210.0	2454.0	1025.0	1630.0	2232.0	2130.0	1503.0	1286.0	1661.0	2027.0	531.0	269.0	322.0	1383.0	469.0	725.0	1501.0	2300.0	314.0	121.0	1016.0	2217.0	1318.0	1914.0	1948.0	974.0	387.0	828.0	1151.0	719.0	518.0	1499.0	1656.0	1909.0	422.0	2127.0	510.0	875.0	530.0	584.0	1451.0	294.0	732.0	688.0	930.0	1321.0	1315.0	867.0	939.0	189.0	705.0	882.0	4594.0	195.0	86018.1
Pitt_0050037	585.0	885.0	876.0	745.0	714.0	2320.0	1103.0	1119.0	358.0	152.0	1474.0	1201.0	214.0	740.0	3252.0	4893.0	277.0	402.0	1640.0	1477.0	1614.0	2071.0	1296.0	2014.0	1653.0	2039.0	1882.0	1368.0	1778.0	2096.0	550.0	393.0	204.0	1230.0	482.0	524.0	1841.0	2248.0	263.0	132.0	1057.0	2037.0	1179.0	1548.0	1878.0	942.0	419.0	811.0	1134.0	899.0	306.0	1800.0	1870.0	2229.0	210.0	2123.0	860.0	912.0	777.0	825.0	1540.0	358.0	697.0	1202.0	1971.0	1005.0	1896.0	1388.0	1074.0	319.0	758.0	833.0	4480.0	250.0	91691.5
Pitt_0050038	688.0	848.0	881.0	682.0	644.0	1733.0	921.0	1012.0	379.0	145.0	1289.0	727.0	195.0	756.0	2414.0	4441.0	301.0	387.0	1290.0	1079.0	937.0	2113.0	638.0	1658.0	2169.0	1981.0	1885.0	1159.0	1338.0	1772.0	578.0	278.0	332.0	1156.0	557.0	663.0	1708.0	2234.0	256.0	100.0	972.0	2025.0	1169.0	1762.0	1678.0	1035.0	325.0	735.0	795.0	504.0	589.0	1074.0	1456.0	1729.0	216.0	2335.0	803.0	977.0	554.0	770.0	1229.0	314.0	501.0	1020.0	1783.0	841.0	1647.0	966.0	784.0	32.0	651.0	718.0	4433.0	265.0	81009.2
Pitt_0050039	546.0	1234.0	756.0	936.0	749.0	2106.0	1124.0	1276.0	315.0	136.0	1546.0	812.0	311.0	864.0	2541.0	4757.0	273.0	465.0	1654.0	1197.0	1267.0	1750.0	659.0	1743.0	1770.0	1793.0	1720.0	1367.0	1830.0	1917.0	565.0	291.0	339.0	1135.0	384.0	583.0	1679.0	2144.0	251.0	224.0	1174.0	2168.0	1196.0	1380.0	2007.0	1168.0	471.0	834.0	964.0	1013.0	304.0	1708.0	1517.0	1928.0	253.0	2198.0	648.0	947.0	676.0	658.0	1282.0	284.0	580.0	1048.0	1701.0	787.0	1748.0	1230.0	911.0	147.0	723.0	904.0	3619.0	240.0	85425.9
Pitt_0050040	776.0	943.0	687.0	936.0	807.0	1632.0	1079.0	947.0	361.0	105.0	1272.0	786.0	372.0	687.0	2533.0	4288.0	320.0	511.0	1680.0	957.0	1340.0	2046.0	939.0	1701.0	2411.0	1937.0	1822.0	1117.0	1484.0	1763.0	481.0	302.0	216.0	1030.0	553.0	501.0	2063.0	2262.0	315.0	160.0	1044.0	2280.0	1045.0	1842.0	1697.0	903.0	521.0	590.0	1010.0	647.0	444.0	1097.0	1768.0	1743.0	200.0	2231.0	732.0	640.0	595.0	835.0	1258.0	307.0	494.0	773.0	1358.0	1044.0	1254.0	1100.0	1077.0	301.0	885.0	959.0	4037.0	180.0	83015.8
Pitt_0050041	720.0	945.0	891.0	688.0	1062.0	2144.0	1349.0	1335.0	355.0	263.0	1589.0	950.0	288.0	1024.0	3208.0	5596.0	347.0	465.0	1748.0	1606.0	1445.0	1970.0	1125.0	2021.0	2896.0	2168.0	1701.0	1511.0	1825.0	1767.0	613.0	347.0	394.0	1319.0	505.0	546.0	2073.0	2607.0	264.0	244.0	989.0	2423.0	1245.0	1647.0	2059.0	1230.0	425.0	968.0	1022.0	900.0	406.0	1600.0	2285.0	2105.0	533.0	2316.0	998.0	1236.0	714.0	1040.0	1490.0	318.0	716.0	968.0	1605.0	1241.0	1558.0	1197.0	1378.0	117.0	1047.0	1121.0	4674.0	301.0	97782.8
Pitt_0050042	607.0	1207.0	761.0	956.0	585.0	2067.0	1030.0	973.0	284.0	239.0	1368.0	812.0	261.0	639.0	2476.0	4591.0	303.0	415.0	1540.0	1521.0	1753.0	1981.0	904.0	1758.0	2060.0	1530.0	1223.0	1320.0	1838.0	1863.0	499.0	294.0	191.0	1133.0	510.0	459.0	1671.0	1865.0	289.0	242.0	874.0	2578.0	1250.0	1676.0	2255.0	984.0	330.0	738.0	962.0	769.0	247.0	1399.0	1431.0	1523.0	396.0	2127.0	710.0	864.0	473.0	627.0	1263.0	248.0	594.0	1011.0	1321.0	829.0	1265.0	1003.0	985.0	73.0	984.0	823.0	3554.0	182.0	82361.9
Pitt_0050043	591.0	1042.0	1115.0	933.0	526.0	1925.0	981.0	876.0	368.0	182.0	1587.0	865.0	210.0	751.0	3492.0	5265.0	280.0	399.0	1455.0	980.0	1397.0	2266.0	998.0	1998.0	1389.0	1720.0	1364.0	1276.0	1788.0	1394.0	538.0	230.0	235.0	1035.0	339.0	609.0	1972.0	1824.0	251.0	127.0	991.0	2447.0	1023.0	1584.0	2232.0	900.0	399.0	850.0	959.0	740.0	236.0	1528.0	1937.0	1828.0	432.0	2097.0	863.0	820.0	590.0	830.0	1244.0	353.0	576.0	1068.0	1757.0	977.0	1630.0	981.0	1062.0	235.0	657.0	849.0	3432.0	163.0	84840.8
Pitt_0050044	994.0	1039.0	1204.0	1161.0	672.0	1876.0	1039.0	1064.0	522.0	158.0	1653.0	1069.0	248.0	1044.0	2688.0	4638.0	241.0	377.0	1670.0	1409.0	1526.0	2614.0	1148.0	2129.0	1656.0	2073.0	2019.0	1570.0	2053.0	1729.0	551.0	494.0	397.0	1518.0	458.0	775.0	1784.0	2170.0	363.0	261.0	1194.0	2275.0	1133.0	2026.0	2147.0	942.0	481.0	919.0	998.0	875.0	706.0	1888.0	1512.0	1951.0	231.0	2321.0	776.0	1078.0	700.0	549.0	1746.0	390.0	793.0	1184.0	1501.0	1061.0	1936.0	1297.0	1154.0	369.0	848.0	722.0	3856.0	302.0	93915.4
Pitt_0050045	871.0	1236.0	1495.0	1007.0	819.0	2364.0	1363.0	1604.0	400.0	185.0	1681.0	1182.0	277.0	1045.0	3056.0	5705.0	292.0	486.0	1742.0	1411.0	1751.0	3057.0	1240.0	2156.0	2022.0	2836.0	2018.0	1967.0	2234.0	1827.0	578.0	312.0	289.0	1565.0	707.0	649.0	1784.0	2734.0	292.0	97.0	1096.0	2645.0	1421.0	2513.0	2145.0	1140.0	444.0	754.0	990.0	828.0	338.0	1854.0	1513.0	1964.0	658.0	2412.0	965.0	1238.0	570.0	984.0	2015.0	514.0	660.0	1179.0	1959.0	1085.0	2611.0	1490.0	1107.0	336.0	606.0	797.0	5840.0	171.0	105177.0
Pitt_0050046	408.0	716.0	736.0	880.0	814.0	1760.0	1036.0	947.0	402.0	197.0	1195.0	796.0	293.0	640.0	2638.0	4468.0	319.0	449.0	1437.0	1092.0	1316.0	1289.0	995.0	1894.0	2280.0	1955.0	1511.0	1259.0	1683.0	1818.0	511.0	226.0	235.0	1063.0	505.0	567.0	1653.0	1717.0	280.0	81.0	996.0	1991.0	1059.0	991.0	2005.0	804.0	454.0	694.0	938.0	771.0	369.0	1021.0	1382.0	2116.0	211.0	2043.0	463.0	941.0	386.0	463.0	1023.0	323.0	686.0	913.0	1085.0	1015.0	1313.0	1146.0	659.0	49.0	1125.0	547.0	3759.0	232.0	78032.5
Pitt_0050047	714.0	1060.0	869.0	1045.0	710.0	1876.0	1063.0	1093.0	511.0	233.0	1492.0	1112.0	399.0	625.0	3231.0	5572.0	343.0	504.0	1404.0	1100.0	1290.0	2083.0	1249.0	1888.0	2336.0	1886.0	1495.0	1695.0	2006.0	2056.0	536.0	331.0	250.0	1157.0	486.0	437.0	2011.0	2506.0	301.0	178.0	981.0	2212.0	1197.0	1920.0	2043.0	1126.0	472.0	758.0	1091.0	886.0	420.0	1487.0	1610.0	2219.0	287.0	2103.0	765.0	936.0	679.0	897.0	1341.0	364.0	715.0	1025.0	1415.0	1289.0	1950.0	1277.0	1029.0	242.0	1010.0	1091.0	4814.0	151.0	92939.0
Pitt_0050048	852.0	840.0	841.0	993.0	785.0	1481.0	935.0	890.0	404.0	211.0	1516.0	926.0	236.0	542.0	2849.0	3955.0	305.0	393.0	1296.0	1190.0	1145.0	1790.0	999.0	1838.0	1926.0	1769.0	1709.0	1417.0	1829.0	1813.0	396.0	192.0	258.0	1024.0	423.0	600.0	1644.0	2037.0	232.0	138.0	1032.0	2122.0	1040.0	1496.0	1977.0	956.0	443.0	746.0	976.0	605.0	300.0	1073.0	1819.0	1704.0	489.0	1785.0	431.0	1212.0	603.0	507.0	1086.0	191.0	522.0	817.0	1427.0	1055.0	1631.0	1098.0	1015.0	194.0	1142.0	766.0	3293.0	139.0	80310.2
Pitt_0050049	542.0	544.0	767.0	732.0	1032.0	1737.0	965.0	976.0	323.0	126.0	1218.0	625.0	204.0	595.0	2786.0	3843.0	228.0	349.0	836.0	1082.0	1146.0	1880.0	852.0	1577.0	1448.0	2246.0	1827.0	1225.0	1552.0	2102.0	530.0	212.0	205.0	1051.0	388.0	573.0	1509.0	1494.0	307.0	98.0	891.0	2168.0	977.0	1681.0	2098.0	844.0	279.0	669.0	828.0	629.0	292.0	958.0	1487.0	1838.0	206.0	2357.0	469.0	1189.0	351.0	737.0	1208.0	298.0	492.0	915.0	1284.0	822.0	1817.0	655.0	1130.0	187.0	830.0	489.0	3226.0	133.0	76165.2
Pitt_0050050	937.0	1071.0	1100.0	908.0	1126.0	2625.0	1579.0	1497.0	450.0	192.0	1710.0	827.0	565.0	1176.0	3573.0	6047.0	494.0	585.0	1360.0	1373.0	1945.0	2361.0	796.0	2097.0	1990.0	2697.0	2121.0	2017.0	2084.0	2478.0	692.0	494.0	402.0	1246.0	599.0	650.0	1914.0	2307.0	360.0	312.0	1237.0	3168.0	1254.0	2114.0	2561.0	1275.0	576.0	1008.0	1312.0	492.0	387.0	2074.0	2032.0	2898.0	189.0	3373.0	800.0	1224.0	748.0	1153.0	1608.0	488.0	778.0	1159.0	1535.0	1158.0	2306.0	1028.0	1912.0	209.0	1258.0	794.0	4472.0	259.0	107594.0
Pitt_0050051	878.0	958.0	861.0	1319.0	1001.0	2265.0	1067.0	1088.0	602.0	194.0	1389.0	1370.0	209.0	963.0	2792.0	4906.0	344.0	448.0	1902.0	1139.0	1593.0	2039.0	850.0	1872.0	2045.0	2603.0	1708.0	1498.0	2011.0	2417.0	505.0	357.0	341.0	1384.0	393.0	658.0	1826.0	2339.0	253.0	152.0	1008.0	2272.0	1213.0	1501.0	2035.0	1121.0	338.0	945.0	1213.0	644.0	442.0	1716.0	1560.0	2549.0	587.0	2223.0	754.0	1118.0	634.0	787.0	1664.0	221.0	694.0	1168.0	1721.0	1234.0	2072.0	1837.0	660.0	221.0	1028.0	1030.0	4318.0	220.0	95289.5
Pitt_0050052	789.0	831.0	799.0	666.0	887.0	1925.0	1151.0	1195.0	458.0	156.0	1187.0	889.0	256.0	596.0	3057.0	3981.0	354.0	484.0	1766.0	1273.0	1161.0	1342.0	809.0	1934.0	2283.0	2144.0	1626.0	1531.0	1855.0	1623.0	623.0	279.0	255.0	1385.0	641.0	552.0	1683.0	2188.0	243.0	167.0	989.0	1667.0	1180.0	1067.0	2252.0	813.0	517.0	773.0	984.0	600.0	253.0	1372.0	1350.0	2076.0	244.0	1876.0	332.0	1281.0	490.0	714.0	1470.0	300.0	537.0	904.0	1588.0	1423.0	1982.0	1276.0	1246.0	297.0	888.0	870.0	4396.0	217.0	85251.0
Pitt_0050053	583.0	847.0	856.0	910.0	848.0	1902.0	1033.0	930.0	343.0	186.0	1205.0	749.0	261.0	1028.0	2366.0	3681.0	332.0	352.0	1128.0	1271.0	1210.0	1755.0	875.0	1696.0	1505.0	1647.0	1485.0	1309.0	1545.0	1492.0	490.0	65.0	229.0	1154.0	524.0	488.0	1704.0	1859.0	283.0	192.0	944.0	2144.0	1086.0	1707.0	1805.0	992.0	443.0	746.0	985.0	869.0	354.0	1220.0	1148.0	1540.0	215.0	2261.0	365.0	1082.0	557.0	618.0	1159.0	232.0	262.0	886.0	1088.0	1106.0	1319.0	1064.0	759.0	218.0	680.0	486.0	4436.0	141.0	77237.3
Pitt_0050054	728.0	887.0	1121.0	792.0	725.0	2101.0	1280.0	1105.0	426.0	215.0	1594.0	848.0	228.0	936.0	3251.0	4408.0	285.0	367.0	1969.0	1270.0	1177.0	2178.0	1050.0	1964.0	2381.0	1914.0	1530.0	1558.0	1641.0	1895.0	614.0	209.0	227.0	1325.0	524.0	498.0	1815.0	2098.0	331.0	135.0	909.0	2129.0	1319.0	1619.0	2158.0	1019.0	451.0	759.0	1138.0	990.0	393.0	1681.0	1732.0	1775.0	364.0	2289.0	588.0	844.0	759.0	625.0	1263.0	312.0	500.0	933.0	1478.0	1243.0	1894.0	936.0	924.0	264.0	809.0	835.0	5313.0	223.0	90070.6
Pitt_0050055	781.0	878.0	897.0	875.0	782.0	1569.0	867.0	856.0	254.0	152.0	1243.0	871.0	224.0	684.0	2495.0	4762.0	287.0	339.0	1454.0	1215.0	1281.0	1948.0	1214.0	1787.0	1673.0	1608.0	1786.0	1315.0	1690.0	1865.0	457.0	239.0	267.0	1248.0	500.0	595.0	1768.0	1899.0	279.0	193.0	983.0	2268.0	1068.0	1153.0	1816.0	881.0	385.0	885.0	952.0	900.0	395.0	1343.0	1977.0	2194.0	140.0	1976.0	714.0	1052.0	387.0	890.0	1163.0	252.0	474.0	968.0	1479.0	780.0	1373.0	1036.0	1095.0	259.0	721.0	793.0	4394.0	199.0	82443.0
Pitt_0050056	689.0	999.0	834.0	772.0	626.0	1916.0	1077.0	1076.0	345.0	119.0	1531.0	762.0	158.0	737.0	2445.0	4729.0	271.0	394.0	1835.0	1060.0	1333.0	2116.0	712.0	1680.0	2015.0	1977.0	2027.0	1359.0	1598.0	1794.0	514.0	245.0	247.0	1100.0	539.0	461.0	1169.0	1955.0	250.0	98.0	927.0	2087.0	1265.0	1591.0	1981.0	734.0	273.0	582.0	861.0	486.0	290.0	1528.0	1323.0	1698.0	448.0	2493.0	982.0	754.0	363.0	801.0	1564.0	446.0	508.0	928.0	1400.0	993.0	1923.0	973.0	805.0	164.0	929.0	660.0	4147.0	137.0	82609.5
Pitt_0050057	543.0	732.0	858.0	911.0	709.0	1676.0	1015.0	899.0	367.0	142.0	1367.0	1103.0	330.0	968.0	2547.0	4042.0	300.0	425.0	1944.0	1259.0	1394.0	2213.0	1006.0	1419.0	1533.0	1868.0	1511.0	1337.0	1244.0	1745.0	475.0	293.0	258.0	1092.0	461.0	387.0	1658.0	1836.0	300.0	291.0	929.0	1712.0	1186.0	1452.0	1359.0	1111.0	274.0	634.0	868.0	677.0	435.0	1592.0	1271.0	1592.0	185.0	2002.0	1142.0	1077.0	629.0	796.0	1390.0	184.0	484.0	899.0	1396.0	1078.0	2284.0	1391.0	658.0	71.0	541.0	1052.0	3639.0	201.0	80652.2
Pitt_0050058	545.0	898.0	862.0	1004.0	621.0	2174.0	1256.0	1174.0	613.0	227.0	1241.0	820.0	267.0	764.0	3053.0	5516.0	351.0	535.0	1532.0	1172.0	1114.0	2048.0	834.0	2003.0	2587.0	2043.0	1625.0	1807.0	1878.0	2293.0	593.0	454.0	245.0	1182.0	482.0	622.0	1639.0	2277.0	302.0	139.0	980.0	1934.0	1292.0	1656.0	2094.0	1042.0	467.0	774.0	1111.0	670.0	432.0	1494.0	1820.0	2234.0	352.0	2404.0	644.0	1417.0	362.0	687.0	1267.0	357.0	591.0	986.0	1650.0	1311.0	1754.0	1536.0	1257.0	208.0	876.0	867.0	4183.0	268.0	91771.2
Pitt_0050059	600.0	1036.0	928.0	1267.0	738.0	2355.0	1295.0	1421.0	461.0	233.0	1552.0	871.0	268.0	591.0	3099.0	5330.0	305.0	448.0	1530.0	1333.0	1566.0	2180.0	968.0	2047.0	2106.0	1894.0	1940.0	1707.0	2061.0	2443.0	550.0	356.0	459.0	1473.0	492.0	645.0	1703.0	2048.0	330.0	191.0	1270.0	2074.0	1283.0	1696.0	2340.0	992.0	440.0	902.0	1166.0	958.0	491.0	1118.0	1651.0	2270.0	136.0	2371.0	816.0	1030.0	469.0	859.0	1529.0	191.0	583.0	1128.0	1965.0	1300.0	2073.0	1256.0	1218.0	192.0	1154.0	1001.0	4402.0	298.0	95440.6
Pitt_0050060	783.0	1371.0	1103.0	1274.0	962.0	2308.0	1450.0	1277.0	421.0	220.0	1833.0	672.0	200.0	610.0	2974.0	5810.0	410.0	509.0	1863.0	1275.0	1502.0	2445.0	1313.0	2085.0	1823.0	1778.0	2494.0	1708.0	2282.0	2152.0	512.0	310.0	292.0	1379.0	599.0	533.0	2450.0	2418.0	234.0	70.0	871.0	3004.0	1144.0	2244.0	2546.0	1345.0	494.0	938.0	1094.0	925.0	438.0	1532.0	1799.0	2280.0	517.0	2614.0	1248.0	1198.0	541.0	872.0	1571.0	431.0	614.0	1186.0	1311.0	1444.0	2259.0	1581.0	1345.0	323.0	1083.0	1420.0	4965.0	187.0	103068.0
